GNIS ID,GEOID,Name,Short Name,State,FIPS Class,Latitude,Longitude
1383989,48407,San Jacinto County,San Jacinto,TX,H1,30.5795336,-95.1669012
1383990,48409,San Patricio County,San Patricio,TX,H1,28.0088111,-97.5183058
1383991,48411,San Saba County,San Saba,TX,H1,31.1551946,-98.8175511
1383992,48413,Schleicher County,Schleicher,TX,H1,30.8974526,-100.538546
1383993,48415,Scurry County,Scurry,TX,H1,32.7463149,-100.9164071
1383994,48417,Shackelford County,Shackelford,TX,H1,32.7359729,-99.3540669
1383995,48419,Shelby County,Shelby,TX,H1,31.7924089,-94.1450176
1383996,48421,Sherman County,Sherman,TX,H1,36.2776669,-101.893467
1383997,48423,Smith County,Smith,TX,H1,32.3750354,-95.2691827
1383998,48425,Somervell County,Somervell,TX,H1,32.2222153,-97.7745534
1383999,48427,Starr County,Starr,TX,H1,26.562153,-98.7383996
1384000,48429,Stephens County,Stephens,TX,H1,32.735865,-98.8361732
1384001,48431,Sterling County,Sterling,TX,H1,31.8278792,-101.050008
1384002,48433,Stonewall County,Stonewall,TX,H1,33.1791244,-100.2533055
1384003,48435,Sutton County,Sutton,TX,H1,30.498293,-100.5381875
1384004,48437,Swisher County,Swisher,TX,H1,34.530385,-101.7350268
1384005,48439,Tarrant County,Tarrant,TX,H1,32.7719235,-97.2911312
1384006,48441,Taylor County,Taylor,TX,H1,32.301472,-99.8901221
1384007,48443,Terrell County,Terrell,TX,H1,30.2249616,-102.0764865
1384008,48445,Terry County,Terry,TX,H1,33.1738127,-102.3351966
1384009,48447,Throckmorton County,Throckmorton,TX,H1,33.1774899,-99.2123699
1384010,48449,Titus County,Titus,TX,H1,33.216603,-94.9656722
1384011,48451,Tom Green County,Tom Green,TX,H1,31.4043993,-100.4620728
1384012,48453,Travis County,Travis,TX,H1,30.3343762,-97.7819573
1384013,48455,Trinity County,Trinity,TX,H1,31.0888152,-95.1355105
1384014,48457,Tyler County,Tyler,TX,H1,30.7712321,-94.3765939
1384015,48459,Upshur County,Upshur,TX,H1,32.7362765,-94.9414845
1384016,48461,Upton County,Upton,TX,H1,31.3687302,-102.0430349
1384017,48463,Uvalde County,Uvalde,TX,H1,29.3573362,-99.7622053
1384018,48465,Val Verde County,Val Verde,TX,H1,29.8929601,-101.1517152
1384019,48467,Van Zandt County,Van Zandt,TX,H1,32.5637167,-95.8365161
1384020,48469,Victoria County,Victoria,TX,H1,28.7963515,-96.9715253
1384021,48471,Walker County,Walker,TX,H1,30.7390449,-95.5722839
1384022,48473,Waller County,Waller,TX,H1,30.0107893,-95.9876415
1384023,48475,Ward County,Ward,TX,H1,31.5094656,-103.1024252
1384024,48477,Washington County,Washington,TX,H1,30.2145304,-96.4034438
1384025,48479,Webb County,Webb,TX,H1,27.7610624,-99.3315653
1384026,48481,Wharton County,Wharton,TX,H1,29.2778616,-96.2221042
1384027,48483,Wheeler County,Wheeler,TX,H1,35.4012788,-100.2696475
1384028,48485,Wichita County,Wichita,TX,H1,33.987997,-98.7035508
1384029,48487,Wilbarger County,Wilbarger,TX,H1,34.0807261,-99.2410548
1384030,48489,Willacy County,Willacy,TX,H1,26.4769663,-97.5916576
1384031,48491,Williamson County,Williamson,TX,H1,30.6475226,-97.6004038
1384032,48493,Wilson County,Wilson,TX,H1,29.1740061,-98.0865733
1384033,48495,Winkler County,Winkler,TX,H1,31.8500446,-103.0481691
1384034,48497,Wise County,Wise,TX,H1,33.2158996,-97.6544621
1384035,48499,Wood County,Wood,TX,H1,32.7864051,-95.382062
1384036,48501,Yoakum County,Yoakum,TX,H1,33.1729746,-102.8277961
1384037,48503,Young County,Young,TX,H1,33.1766958,-98.6877666
1384038,48505,Zapata County,Zapata,TX,H1,27.0007782,-99.1686128
1384039,48507,Zavala County,Zavala,TX,H1,28.8662114,-99.7605957
1416061,02020,Anchorage Municipality,Anchorage,AK,H6,61.1483033,-149.1900081
1419964,02013,Aleutians East Borough,Aleutians East,AK,H1,55.224521,-161.9472287
1419965,02016,Aleutians West Census Area,Aleutians West,AK,H5,52.2586699,-174.192307
1419966,02050,Bethel Census Area,Bethel,AK,H5,60.8490108,-160.1958336
1419967,02060,Bristol Bay Borough,Bristol Bay,AK,H1,58.7332561,-156.9810152
1419968,02070,Dillingham Census Area,Dillingham,AK,H5,59.7139951,-158.3482702
1419969,02090,Fairbanks North Star Borough,Fairbanks North Star,AK,H1,64.8077662,-146.5654229
1419970,02100,Haines Borough,Haines,AK,H1,59.0758951,-135.4700922
1419971,02110,Juneau City and Borough,Juneau,AK,H6,58.4439352,-134.2303392
1419972,02122,Kenai Peninsula Borough,Kenai Peninsula,AK,H1,60.1194173,-151.6980545
1419973,02130,Ketchikan Gateway Borough,Ketchikan Gateway,AK,H1,55.4885149,-131.0305103
1419974,02150,Kodiak Island Borough,Kodiak Island,AK,H1,57.6628112,-153.7575159
1419975,02164,Lake and Peninsula Borough,Lake and Peninsula,AK,H1,58.2790732,-156.5473173
1419976,02170,Matanuska-Susitna Borough,Matanuska-Susitna,AK,H1,62.3042444,-149.5814755
1419977,02180,Nome Census Area,Nome,AK,H5,64.8354505,-164.2443226
1419978,02185,North Slope Borough,North Slope,AK,H1,69.3634118,-153.5106055
1419979,02188,Northwest Arctic Borough,Northwest Arctic,AK,H1,67.0081724,-160.0069785
1419980,02198,Prince of Wales-Hyder Census Area,Prince of Wales-Hyder,AK,H5,55.7271705,-133.1930259
1419981,02220,Sitka City and Borough,Sitka,AK,H6,57.1797758,-135.3049651
1419983,02240,Southeast Fairbanks Census Area,Southeast Fairbanks,AK,H5,63.8761551,-143.2129807
1419985,02158,Kusilvak Census Area,Kusilvak,AK,H5,62.1600127,-163.5254648
1419986,02282,Yakutat City and Borough,Yakutat,AK,H1,59.8632076,-140.3810186
1419987,02290,Yukon-Koyukuk Census Area,Yukon-Koyukuk,AK,H5,65.5086554,-151.3896144
1419988,02068,Denali Borough,Denali,AK,H1,63.671514,-150.0116573
1448015,49001,Beaver County,Beaver,UT,H1,38.3570138,-113.2357201
1448017,49005,Cache County,Cache,UT,H1,41.7224447,-111.7436181
1448018,49007,Carbon County,Carbon,UT,H1,39.6481447,-110.5887914
1448019,49009,Daggett County,Daggett,UT,H1,40.8873366,-109.5077084
1448020,49011,Davis County,Davis,UT,H1,40.9900668,-112.1113754
1448021,49013,Duchesne County,Duchesne,UT,H1,40.2982636,-110.4252186
1448022,49015,Emery County,Emery,UT,H1,38.9967307,-110.7005974
1448023,49017,Garfield County,Garfield,UT,H1,37.8548922,-111.4432689
1448024,49019,Grand County,Grand,UT,H1,38.9819584,-109.569792
1448025,49021,Iron County,Iron,UT,H1,37.8591935,-113.2894993
1448026,49025,Kane County,Kane,UT,H1,37.2850587,-111.8879148
1448027,49027,Millard County,Millard,UT,H1,39.0732857,-113.1007006
1448028,49029,Morgan County,Morgan,UT,H1,41.0893114,-111.5731647
1448029,49031,Piute County,Piute,UT,H1,38.3366638,-112.1271905
1448030,49033,Rich County,Rich,UT,H1,41.6322742,-111.2445048
1448031,49035,Salt Lake County,Salt Lake,UT,H1,40.6673074,-111.9236058
1448032,49037,San Juan County,San Juan,UT,H1,37.6259203,-109.8046845
1448033,49039,Sanpete County,Sanpete,UT,H1,39.373913,-111.5763635
1448034,49041,Sevier County,Sevier,UT,H1,38.7477758,-111.8045174
1448035,49043,Summit County,Summit,UT,H1,40.8681935,-110.9558934
1448036,49045,Tooele County,Tooele,UT,H1,40.4487483,-113.1310914
1448037,49047,Uintah County,Uintah,UT,H1,40.1248492,-109.5186329
1448038,49049,Utah County,Utah,UT,H1,40.1199502,-111.6703059
1448039,49051,Wasatch County,Wasatch,UT,H1,40.3307946,-111.1682001
1448040,49053,Washington County,Washington,UT,H1,37.2804169,-113.5046737
1448041,49055,Wayne County,Wayne,UT,H1,38.3243717,-110.9036544
1448042,49057,Weber County,Weber,UT,H1,41.26986,-111.9133418
1455158,49023,Juab County,Juab,UT,H1,39.7027045,-112.7847751
1455966,49003,Box Elder County,Box Elder,UT,H1,41.521018,-113.0820227
1461757,50001,Addison County,Addison,VT,H1,44.0308719,-73.1409216
1461758,50003,Bennington County,Bennington,VT,H1,43.0354177,-73.0931561
1461759,50005,Caledonia County,Caledonia,VT,H1,44.4647597,-72.1021133
1461760,50007,Chittenden County,Chittenden,VT,H1,44.4610426,-73.0812499
1461761,50009,Essex County,Essex,VT,H1,44.7275391,-71.7358817
1461762,50011,Franklin County,Franklin,VT,H1,44.857646,-72.9132012
1461763,50013,Grand Isle County,Grand Isle,VT,H1,44.7980467,-73.2948245
1461764,50015,Lamoille County,Lamoille,VT,H1,44.60705,-72.6418533
1461765,50017,Orange County,Orange,VT,H1,44.0056324,-72.3768072
1461766,50019,Orleans County,Orleans,VT,H1,44.829009,-72.2436481
