GEOID,Short Name,Full Name,State,DMA Code,Time Zone,FIPS Class
20041,Dickinson,Dickinson County,KS,678,America/Chicago,H1
20043,Doniphan,Doniphan County,KS,638,America/Chicago,H1
20045,Douglas,Douglas County,KS,616,America/Chicago,H1
20047,Edwards,Edwards County,KS,678,America/Chicago,H1
20049,Elk,Elk County,KS,678,America/Chicago,H1
20051,Ellis,Ellis County,KS,678,America/Chicago,H1
20053,Ellsworth,Ellsworth County,KS,678,America/Chicago,H1
20057,Ford,Ford County,KS,678,America/Chicago,H1
20059,Franklin,Franklin County,KS,616,America/Chicago,H1
20061,Geary,Geary County,KS,605,America/Chicago,H1
20063,Gove,Gove County,KS,678,America/Chicago,H1
20069,Gray,Gray County,KS,678,America/Chicago,H1
20071,Greeley,Greeley County,KS,678,America/Denver,H1
20073,Greenwood,Greenwood County,KS,678,America/Chicago,H1
20077,Harper,Harper County,KS,678,America/Chicago,H1
20079,Harvey,Harvey County,KS,678,America/Chicago,H1
20083,Hodgeman,Hodgeman County,KS,678,America/Chicago,H1
20085,Jackson,Jackson County,KS,605,America/Chicago,H1
20087,Jefferson,Jefferson County,KS,605,America/Chicago,H1
20089,Jewell,Jewell County,KS,722,America/Chicago,H1
20091,Johnson,Johnson County,KS,616,America/Chicago,H1
20093,Kearny,Kearny County,KS,678,America/Chicago,H1
20095,Kingman,Kingman County,KS,678,America/Chicago,H1
20097,Kiowa,Kiowa County,KS,678,America/Chicago,H1
20099,Labette,Labette County,KS,603,America/Chicago,H1
20101,Lane,Lane County,KS,678,America/Chicago,H1
20103,Leavenworth,Leavenworth County,KS,616,America/Chicago,H1
20105,Lincoln,Lincoln County,KS,678,America/Chicago,H1
20107,Linn,Linn County,KS,616,America/Chicago,H1
20109,Logan,Logan County,KS,678,America/Chicago,H1
20111,Lyon,Lyon County,KS,605,America/Chicago,H1
20113,McPherson,McPherson County,KS,678,America/Chicago,H1
20115,Marion,Marion County,KS,678,America/Chicago,H1
20117,Marshall,Marshall County,KS,605,America/Chicago,H1
20119,Meade,Meade County,KS,678,America/Chicago,H1
20121,Miami,Miami County,KS,616,America/Chicago,H1
20123,Mitchell,Mitchell County,KS,678,America/Chicago,H1
20125,Montgomery,Montgomery County,KS,671,America/Chicago,H1
20127,Morris,Morris County,KS,605,America/Chicago,H1
20131,Nemaha,Nemaha County,KS,605,America/Chicago,H1
20133,Neosho,Neosho County,KS,603,America/Chicago,H1
20135,Ness,Ness County,KS,678,America/Chicago,H1
20137,Norton,Norton County,KS,678,America/Chicago,H1
20139,Osage,Osage County,KS,605,America/Chicago,H1
20141,Osborne,Osborne County,KS,678,America/Chicago,H1
20143,Ottawa,Ottawa County,KS,678,America/Chicago,H1
20145,Pawnee,Pawnee County,KS,678,America/Chicago,H1
20147,Phillips,Phillips County,KS,722,America/Chicago,H1
20149,Pottawatomie,Pottawatomie County,KS,605,America/Chicago,H1
20151,Pratt,Pratt County,KS,678,America/Chicago,H1
20153,Rawlins,Rawlins County,KS,678,America/Chicago,H1
20155,Reno,Reno County,KS,678,America/Chicago,H1
20157,Republic,Republic County,KS,722,America/Chicago,H1
20159,Rice,Rice County,KS,678,America/Chicago,H1
20161,Riley,Riley County,KS,605,America/Chicago,H1
20163,Rooks,Rooks County,KS,678,America/Chicago,H1
20167,Russell,Russell County,KS,678,America/Chicago,H1
20169,Saline,Saline County,KS,678,America/Chicago,H1
20171,Scott,Scott County,KS,678,America/Chicago,H1
20173,Sedgwick,Sedgwick County,KS,678,America/Chicago,H1
20175,Seward,Seward County,KS,678,America/Chicago,H1
20177,Shawnee,Shawnee County,KS,616,America/Chicago,H1
20179,Sheridan,Sheridan County,KS,678,America/Chicago,H1
20181,Sherman,Sherman County,KS,678,America/Denver,H1
20185,Stafford,Stafford County,KS,678,America/Chicago,H1
20187,Stanton,Stanton County,KS,678,America/Chicago,H1
20189,Stevens,Stevens County,KS,678,America/Chicago,H1
20193,Thomas,Thomas County,KS,678,America/Chicago,H1
20195,Trego,Trego County,KS,678,America/Chicago,H1
20197,Wabaunsee,Wabaunsee County,KS,605,America/Chicago,H1
20199,Wallace,Wallace County,KS,678,America/Denver,H1
20201,Washington,Washington County,KS,605,America/Chicago,H1
20203,Wichita,Wichita County,KS,678,America/Chicago,H1
20205,Wilson,Wilson County,KS,603,America/Chicago,H1
20207,Woodson,Woodson County,KS,603,America/Chicago,H1
20209,Wyandotte,Wyandotte County,KS,616,America/Chicago,H6
20067,Grant,Grant County,KS,678,America/Chicago,H1
20129,Morton,Morton County,KS,678,America/Chicago,H1
20055,Finney,Finney County,KS,678,America/Chicago,H1
20075,Hamilton,Hamilton County,KS,678,America/Denver,H1
20081,Haskell,Haskell County,KS,678,America/Chicago,H1
20165,Rush,Rush County,KS,678,America/Chicago,H1
21001,Adair,Adair County,KY,529,America/Chicago,H1
21003,Allen,Allen County,KY,659,America/Chicago,H1
21005,Anderson,Anderson County,KY,541,America/New_York,H1
21007,Ballard,Ballard County,KY,632,America/Chicago,H1
21009,Barren,Barren County,KY,736,America/Chicago,H1
21011,Bath,Bath County,KY,541,America/New_York,H1
21013,Bell,Bell County,KY,557,America/New_York,H1
21015,Boone,Boone County,KY,515,America/New_York,H1
21017,Bourbon,Bourbon County,KY,541,America/New_York,H1
21019,Boyd,Boyd County,KY,564,America/New_York,H1
21021,Boyle,Boyle County,KY,541,America/New_York,H1
21023,Bracken,Bracken County,KY,515,America/New_York,H1
21025,Breathitt,Breathitt County,KY,541,America/New_York,H1
21027,Breckinridge,Breckinridge County,KY,529,America/Chicago,H1
21029,Bullitt,Bullitt County,KY,529,America/New_York,H1
21031,Butler,Butler County,KY,736,America/Chicago,H1
21033,Caldwell,Caldwell County,KY,632,America/Chicago,H1
21035,Calloway,Calloway County,KY,632,America/Chicago,H1
21037,Campbell,Campbell County,KY,515,America/New_York,H1
21039,Carlisle,Carlisle County,KY,632,America/Chicago,H1
21041,Carroll,Carroll County,KY,529,America/New_York,H1
21043,Carter,Carter County,KY,564,America/New_York,H1
21045,Casey,Casey County,KY,541,America/New_York,H1
21047,Christian,Christian County,KY,659,America/Chicago,H1
21049,Clark,Clark County,KY,541,America/New_York,H1
21051,Clay,Clay County,KY,541,America/New_York,H1
21053,Clinton,Clinton County,KY,659,America/Chicago,H1
21055,Crittenden,Crittenden County,KY,632,America/Chicago,H1
21057,Cumberland,Cumberland County,KY,659,America/Chicago,H1
21059,Daviess,Daviess County,KY,649,America/Chicago,H1
21061,Edmonson,Edmonson County,KY,736,America/Chicago,H1
21063,Elliott,Elliott County,KY,564,America/New_York,H1
21065,Estill,Estill County,KY,541,America/New_York,H1
21067,Fayette,Fayette County,KY,541,America/New_York,H6
21069,Fleming,Fleming County,KY,541,America/New_York,H1
21071,Floyd,Floyd County,KY,564,America/New_York,H1
21073,Franklin,Franklin County,KY,541,America/New_York,H1
21075,Fulton,Fulton County,KY,632,America/Chicago,H1
21077,Gallatin,Gallatin County,KY,515,America/New_York,H1
21079,Garrard,Garrard County,KY,541,America/New_York,H1
21081,Grant,Grant County,KY,515,America/New_York,H1
21083,Graves,Graves County,KY,632,America/Chicago,H1
21085,Grayson,Grayson County,KY,529,America/Chicago,H1
21087,Green,Green County,KY,529,America/Chicago,H1
21089,Greenup,Greenup County,KY,564,America/New_York,H1
21091,Hancock,Hancock County,KY,649,America/Chicago,H1
21093,Hardin,Hardin County,KY,529,America/New_York,H1
21095,Harlan,Harlan County,KY,557,America/New_York,H1
21097,Harrison,Harrison County,KY,541,America/New_York,H1
21099,Hart,Hart County,KY,736,America/Chicago,H1
21101,Henderson,Henderson County,KY,649,America/Chicago,H1
21103,Henry,Henry County,KY,529,America/New_York,H1
21105,Hickman,Hickman County,KY,632,America/Chicago,H1
21107,Hopkins,Hopkins County,KY,649,America/Chicago,H1
21109,Jackson,Jackson County,KY,541,America/New_York,H1
21111,Jefferson,Jefferson County,KY,529,America/Kentucky/Louisville,H1
21113,Jessamine,Jessamine County,KY,541,America/New_York,H1
21115,Johnson,Johnson County,KY,564,America/New_York,H1
21117,Kenton,Kenton County,KY,515,America/New_York,H1
21119,Knott,Knott County,KY,541,America/New_York,H1
21121,Knox,Knox County,KY,541,America/New_York,H1
21123,Larue,Larue County,KY,529,America/New_York,H1
21125,Laurel,Laurel County,KY,541,America/New_York,H1
21127,Lawrence,Lawrence County,KY,564,America/New_York,H1
21129,Lee,Lee County,KY,541,America/New_York,H1
21131,Leslie,Leslie County,KY,531,America/New_York,H1
21133,Letcher,Letcher County,KY,531,America/New_York,H1
21135,Lewis,Lewis County,KY,564,America/New_York,H1
21137,Lincoln,Lincoln County,KY,541,America/New_York,H1
21139,Livingston,Livingston County,KY,632,America/Chicago,H1
21141,Logan,Logan County,KY,659,America/Chicago,H1
21143,Lyon,Lyon County,KY,632,America/Chicago,H1
21151,Madison,Madison County,KY,541,America/New_York,H1
21153,Magoffin,Magoffin County,KY,541,America/New_York,H1
21155,Marion,Marion County,KY,529,America/New_York,H1
21157,Marshall,Marshall County,KY,632,America/Chicago,H1
21159,Martin,Martin County,KY,564,America/New_York,H1
21161,Mason,Mason County,KY,515,America/New_York,H1
21145,McCracken,McCracken County,KY,632,America/Chicago,H1
21147,McCreary,McCreary County,KY,557,America/New_York,H1
21149,McLean,McLean County,KY,649,America/Chicago,H1
21163,Meade,Meade County,KY,529,America/New_York,H1
21165,Menifee,Menifee County,KY,541,America/New_York,H1
21167,Mercer,Mercer County,KY,541,America/New_York,H1
21169,Metcalfe,Metcalfe County,KY,736,America/Chicago,H1
21171,Monroe,Monroe County,KY,659,America/Chicago,H1
21173,Montgomery,Montgomery County,KY,541,America/New_York,H1
21175,Morgan,Morgan County,KY,541,America/New_York,H1
21177,Muhlenberg,Muhlenberg County,KY,649,America/Chicago,H1
21179,Nelson,Nelson County,KY,529,America/New_York,H1
21181,Nicholas,Nicholas County,KY,541,America/New_York,H1
21183,Ohio,Ohio County,KY,649,America/Chicago,H1
21185,Oldham,Oldham County,KY,529,America/New_York,H1
21187,Owen,Owen County,KY,515,America/New_York,H1
21189,Owsley,Owsley County,KY,541,America/New_York,H1
21191,Pendleton,Pendleton County,KY,515,America/New_York,H1
21193,Perry,Perry County,KY,541,America/New_York,H1
21195,Pike,Pike County,KY,564,America/New_York,H1
21197,Powell,Powell County,KY,541,America/New_York,H1
21199,Pulaski,Pulaski County,KY,541,America/New_York,H1
21201,Robertson,Robertson County,KY,515,America/New_York,H1
21203,Rockcastle,Rockcastle County,KY,541,America/New_York,H1
21205,Rowan,Rowan County,KY,541,America/New_York,H1
21207,Russell,Russell County,KY,541,America/Chicago,H1
21209,Scott,Scott County,KY,541,America/New_York,H1
21211,Shelby,Shelby County,KY,529,America/New_York,H1
21213,Simpson,Simpson County,KY,659,America/Chicago,H1
21215,Spencer,Spencer County,KY,529,America/New_York,H1
21217,Taylor,Taylor County,KY,529,America/New_York,H1
21219,Todd,Todd County,KY,659,America/Chicago,H1
21221,Trigg,Trigg County,KY,659,America/Chicago,H1
21223,Trimble,Trimble County,KY,529,America/New_York,H1
21225,Union,Union County,KY,649,America/Chicago,H1
21227,Warren,Warren County,KY,736,America/Chicago,H1
21229,Washington,Washington County,KY,529,America/New_York,H1
21231,Wayne,Wayne County,KY,541,America/Kentucky/Monticello,H1
21233,Webster,Webster County,KY,649,America/Chicago,H1
21235,Whitley,Whitley County,KY,541,America/New_York,H1
21237,Wolfe,Wolfe County,KY,541,America/New_York,H1
21239,Woodford,Woodford County,KY,541,America/New_York,H1
22051,Jefferson,Jefferson Parish,LA,622,America/Chicago,H1
22053,Jefferson Davis,Jefferson Davis Parish,LA,642,America/Chicago,H1
22059,La Salle,La Salle Parish,LA,628,America/Chicago,H1
22055,Lafayette,Lafayette Parish,LA,642,America/Chicago,H1
22057,Lafourche,Lafourche Parish,LA,622,America/Chicago,H1
22061,Lincoln,Lincoln Parish,LA,628,America/Chicago,H1
22063,Livingston,Livingston Parish,LA,716,America/Chicago,H1
22065,Madison,Madison Parish,LA,628,America/Chicago,H1
22067,Morehouse,Morehouse Parish,LA,628,America/Chicago,H1
22069,Natchitoches,Natchitoches Parish,LA,612,America/Chicago,H1
22071,Orleans,Orleans Parish,LA,622,America/Chicago,H6
22073,Ouachita,Ouachita Parish,LA,628,America/Chicago,H1
22075,Plaquemines,Plaquemines Parish,LA,622,America/Chicago,H1
22001,Acadia,Acadia Parish,LA,642,America/Chicago,H1
22003,Allen,Allen Parish,LA,643,America/Chicago,H1
22005,Ascension,Ascension Parish,LA,716,America/Chicago,H1
22007,Assumption,Assumption Parish,LA,716,America/Chicago,H1
22009,Avoyelles,Avoyelles Parish,LA,644,America/Chicago,H1
22011,Beauregard,Beauregard Parish,LA,643,America/Chicago,H1
22013,Bienville,Bienville Parish,LA,612,America/Chicago,H1
22015,Bossier,Bossier Parish,LA,612,America/Chicago,H1
22017,Caddo,Caddo Parish,LA,612,America/Chicago,H1
22019,Calcasieu,Calcasieu Parish,LA,643,America/Chicago,H1
22021,Caldwell,Caldwell Parish,LA,628,America/Chicago,H1
22023,Cameron,Cameron Parish,LA,643,America/Chicago,H1
22025,Catahoula,Catahoula Parish,LA,628,America/Chicago,H1
22027,Claiborne,Claiborne Parish,LA,612,America/Chicago,H1
22029,Concordia,Concordia Parish,LA,628,America/Chicago,H1
22031,De Soto,De Soto Parish,LA,612,America/Chicago,H1
22033,East Baton Rouge,East Baton Rouge Parish,LA,716,America/Chicago,H1
22035,East Carroll,East Carroll Parish,LA,628,America/Chicago,H1
22037,East Feliciana,East Feliciana Parish,LA,716,America/Chicago,H1
22039,Evangeline,Evangeline Parish,LA,642,America/Chicago,H1
22041,Franklin,Franklin Parish,LA,628,America/Chicago,H1
22043,Grant,Grant Parish,LA,644,America/Chicago,H1
22045,Iberia,Iberia Parish,LA,642,America/Chicago,H1
22047,Iberville,Iberville Parish,LA,716,America/Chicago,H1
22049,Jackson,Jackson Parish,LA,628,America/Chicago,H1
22077,Pointe Coupee,Pointe Coupee Parish,LA,716,America/Chicago,H1
22079,Rapides,Rapides Parish,LA,644,America/Chicago,H1
22081,Red River,Red River Parish,LA,612,America/Chicago,H1
22083,Richland,Richland Parish,LA,628,America/Chicago,H1
22085,Sabine,Sabine Parish,LA,612,America/Chicago,H1
22105,Tangipahoa,Tangipahoa Parish,LA,622,America/Chicago,H1
22107,Tensas,Tensas Parish,LA,628,America/Chicago,H1
22109,Terrebonne,Terrebonne Parish,LA,622,America/Chicago,H1
22111,Union,Union Parish,LA,628,America/Chicago,H1
22113,Vermilion,Vermilion Parish,LA,642,America/Chicago,H1
22115,Vernon,Vernon Parish,LA,644,America/Chicago,H1
22117,Washington,Washington Parish,LA,622,America/Chicago,H1
22119,Webster,Webster Parish,LA,612,America/Chicago,H1
22121,West Baton Rouge,West Baton Rouge Parish,LA,716,America/Chicago,H1
22123,West Carroll,West Carroll Parish,LA,628,America/Chicago,H1
22125,West Feliciana,West Feliciana Parish,LA,716,America/Chicago,H1
22127,Winn,Winn Parish,LA,628,America/Chicago,H1
23001,Androscoggin,Androscoggin County,ME,500,America/New_York,H1
23003,Aroostook,Aroostook County,ME,552,America/New_York,H1
23005,Cumberland,Cumberland County,ME,500,America/New_York,H1
23007,Franklin,Franklin County,ME,500,America/New_York,H1
23009,Hancock,Hancock County,ME,537,America/New_York,H1
23011,Kennebec,Kennebec County,ME,500,America/New_York,H1
23013,Knox,Knox County,ME,500,America/New_York,H1
23015,Lincoln,Lincoln County,ME,500,America/New_York,H1
23017,Oxford,Oxford County,ME,500,America/New_York,H1
23019,Penobscot,Penobscot County,ME,537,America/New_York,H1
23021,Piscataquis,Piscataquis County,ME,537,America/New_York,H1
23023,Sagadahoc,Sagadahoc County,ME,500,America/New_York,H1
23025,Somerset,Somerset County,ME,537,America/New_York,H1
23027,Waldo,Waldo County,ME,537,America/New_York,H1
23029,Washington,Washington County,ME,537,America/New_York,H1
23031,York,York County,ME,500,America/New_York,H1
24041,Talbot,Talbot County,MD,512,America/New_York,H1
24029,Kent,Kent County,MD,512,America/New_York,H1
24011,Caroline,Caroline County,MD,512,America/New_York,H1
24035,Queen Anne's,Queen Anne's County,MD,512,America/New_York,H1
24015,Cecil,Cecil County,MD,512,America/New_York,H1
24019,Dorchester,Dorchester County,MD,576,America/New_York,H1
24039,Somerset,Somerset County,MD,576,America/New_York,H1
25001,Barnstable,Barnstable County,MA,506,America/New_York,H1
25003,Berkshire,Berkshire County,MA,532,America/New_York,H4
25005,Bristol,Bristol County,MA,521,America/New_York,H1
25007,Dukes,Dukes County,MA,506,America/New_York,H1
25009,Essex,Essex County,MA,506,America/New_York,H4
25011,Franklin,Franklin County,MA,543,America/New_York,H4
25013,Hampden,Hampden County,MA,543,America/New_York,H4
25015,Hampshire,Hampshire County,MA,543,America/New_York,H4
25017,Middlesex,Middlesex County,MA,506,America/New_York,H4
25019,Nantucket,Nantucket County,MA,506,America/New_York,H4
25021,Norfolk,Norfolk County,MA,506,America/New_York,H1
25023,Plymouth,Plymouth County,MA,506,America/New_York,H1
25025,Suffolk,Suffolk County,MA,506,America/New_York,H4
25027,Worcester,Worcester County,MA,506,America/New_York,H4
27003,Anoka,Anoka County,MN,613,America/Chicago,H1
27005,Becker,Becker County,MN,724,America/Chicago,H1
27007,Beltrami,Beltrami County,MN,613,America/Chicago,H1
27009,Benton,Benton County,MN,613,America/Chicago,H1
27011,Big Stone,Big Stone County,MN,613,America/Chicago,H1
27013,Blue Earth,Blue Earth County,MN,737,America/Chicago,H1
27015,Brown,Brown County,MN,737,America/Chicago,H1
27017,Carlton,Carlton County,MN,676,America/Chicago,H1
27019,Carver,Carver County,MN,613,America/Chicago,H1
27021,Cass,Cass County,MN,613,America/Chicago,H1
27023,Chippewa,Chippewa County,MN,613,America/Chicago,H1
27025,Chisago,Chisago County,MN,613,America/Chicago,H1
27027,Clay,Clay County,MN,724,America/Chicago,H1
27029,Clearwater,Clearwater County,MN,724,America/Chicago,H1
27031,Cook,Cook County,MN,676,America/Chicago,H1
27033,Cottonwood,Cottonwood County,MN,613,America/Chicago,H1
27035,Crow Wing,Crow Wing County,MN,613,America/Chicago,H1
27037,Dakota,Dakota County,MN,613,America/Chicago,H1
27039,Dodge,Dodge County,MN,611,America/Chicago,H1
27041,Douglas,Douglas County,MN,613,America/Chicago,H1
27043,Faribault,Faribault County,MN,613,America/Chicago,H1
27045,Fillmore,Fillmore County,MN,611,America/Chicago,H1
27047,Freeborn,Freeborn County,MN,611,America/Chicago,H1
27049,Goodhue,Goodhue County,MN,613,America/Chicago,H1
27051,Grant,Grant County,MN,613,America/Chicago,H1
27053,Hennepin,Hennepin County,MN,613,America/Chicago,H1
27055,Houston,Houston County,MN,702,America/Chicago,H1
27057,Hubbard,Hubbard County,MN,613,America/Chicago,H1
27059,Isanti,Isanti County,MN,613,America/Chicago,H1
27061,Itasca,Itasca County,MN,676,America/Chicago,H1
27063,Jackson,Jackson County,MN,737,America/Chicago,H1
27065,Kanabec,Kanabec County,MN,613,America/Chicago,H1
27067,Kandiyohi,Kandiyohi County,MN,613,America/Chicago,H1
27069,Kittson,Kittson County,MN,724,America/Chicago,H1
27071,Koochiching,Koochiching County,MN,676,America/Chicago,H1
27073,Lac qui Parle,Lac qui Parle County,MN,613,America/Chicago,H1
27077,Lake of the Woods,Lake of the Woods County,MN,724,America/Chicago,H1
27075,Lake,Lake County,MN,676,America/Chicago,H1
27079,Le Sueur,Le Sueur County,MN,613,America/Chicago,H1
27081,Lincoln,Lincoln County,MN,725,America/Chicago,H1
27083,Lyon,Lyon County,MN,613,America/Chicago,H1
27087,Mahnomen,Mahnomen County,MN,724,America/Chicago,H1
27089,Marshall,Marshall County,MN,724,America/Chicago,H1
27091,Martin,Martin County,MN,737,America/Chicago,H1
27085,McLeod,McLeod County,MN,613,America/Chicago,H1
27093,Meeker,Meeker County,MN,613,America/Chicago,H1
27095,Mille Lacs,Mille Lacs County,MN,613,America/Chicago,H1
27097,Morrison,Morrison County,MN,613,America/Chicago,H1
27099,Mower,Mower County,MN,611,America/Chicago,H1
27101,Murray,Murray County,MN,725,America/Chicago,H1
27103,Nicollet,Nicollet County,MN,737,America/Chicago,H1
27105,Nobles,Nobles County,MN,725,America/Chicago,H1
27107,Norman,Norman County,MN,724,America/Chicago,H1
27109,Olmsted,Olmsted County,MN,611,America/Chicago,H1
27111,Otter Tail,Otter Tail County,MN,724,America/Chicago,H1
27113,Pennington,Pennington County,MN,724,America/Chicago,H1
27115,Pine,Pine County,MN,613,America/Chicago,H1
27117,Pipestone,Pipestone County,MN,725,America/Chicago,H1
27119,Polk,Polk County,MN,724,America/Chicago,H1
27121,Pope,Pope County,MN,613,America/Chicago,H1
27123,Ramsey,Ramsey County,MN,613,America/Chicago,H1
27125,Red Lake,Red Lake County,MN,724,America/Chicago,H1
27127,Redwood,Redwood County,MN,613,America/Chicago,H1
27129,Renville,Renville County,MN,613,America/Chicago,H1
27131,Rice,Rice County,MN,613,America/Chicago,H1
27133,Rock,Rock County,MN,725,America/Chicago,H1
27135,Roseau,Roseau County,MN,724,America/Chicago,H1
27139,Scott,Scott County,MN,613,America/Chicago,H1
27141,Sherburne,Sherburne County,MN,613,America/Chicago,H1
27143,Sibley,Sibley County,MN,613,America/Chicago,H1
27145,Stearns,Stearns County,MN,613,America/Chicago,H1
27147,Steele,Steele County,MN,613,America/Chicago,H1
27149,Stevens,Stevens County,MN,613,America/Chicago,H1
27151,Swift,Swift County,MN,613,America/Chicago,H1
27153,Todd,Todd County,MN,613,America/Chicago,H1
27155,Traverse,Traverse County,MN,613,America/Chicago,H1
27157,Wabasha,Wabasha County,MN,613,America/Chicago,H1
27159,Wadena,Wadena County,MN,613,America/Chicago,H1
27161,Waseca,Waseca County,MN,613,America/Chicago,H1
27163,Washington,Washington County,MN,613,America/Chicago,H1
27165,Watonwan,Watonwan County,MN,737,America/Chicago,H1
27167,Wilkin,Wilkin County,MN,724,America/Chicago,H1
27169,Winona,Winona County,MN,702,America/Chicago,H1
27171,Wright,Wright County,MN,613,America/Chicago,H1
27173,Yellow Medicine,Yellow Medicine County,MN,613,America/Chicago,H1
27137,Saint Louis,Saint Louis County,MN,676,America/Chicago,H1
27001,Aitkin,Aitkin County,MN,613,America/Chicago,H1
28001,Adams,Adams County,MS,718,America/Chicago,H1
28005,Amite,Amite County,MS,716,America/Chicago,H1
28007,Attala,Attala County,MS,718,America/Chicago,H1
28009,Benton,Benton County,MS,640,America/Chicago,H1
28011,Bolivar,Bolivar County,MS,640,America/Chicago,H1
28013,Calhoun,Calhoun County,MS,673,America/Chicago,H1
28015,Carroll,Carroll County,MS,647,America/Chicago,H1
28017,Chickasaw,Chickasaw County,MS,673,America/Chicago,H1
28019,Choctaw,Choctaw County,MS,673,America/Chicago,H1
28021,Claiborne,Claiborne County,MS,718,America/Chicago,H1
28023,Clarke,Clarke County,MS,711,America/Chicago,H1
28025,Clay,Clay County,MS,673,America/Chicago,H1
28027,Coahoma,Coahoma County,MS,640,America/Chicago,H1
28029,Copiah,Copiah County,MS,718,America/Chicago,H1
28031,Covington,Covington County,MS,710,America/Chicago,H1
28033,DeSoto,DeSoto County,MS,640,America/Chicago,H1
28035,Forrest,Forrest County,MS,710,America/Chicago,H1
28037,Franklin,Franklin County,MS,718,America/Chicago,H1
28039,George,George County,MS,746,America/Chicago,H1
28041,Greene,Greene County,MS,710,America/Chicago,H1
28043,Grenada,Grenada County,MS,647,America/Chicago,H1
28047,Harrison,Harrison County,MS,746,America/Chicago,H1
28049,Hinds,Hinds County,MS,718,America/Chicago,H1
28051,Holmes,Holmes County,MS,718,America/Chicago,H1
28053,Humphreys,Humphreys County,MS,718,America/Chicago,H1
28055,Issaquena,Issaquena County,MS,718,America/Chicago,H1
28057,Itawamba,Itawamba County,MS,673,America/Chicago,H1
28059,Jackson,Jackson County,MS,746,America/Chicago,H1
28061,Jasper,Jasper County,MS,710,America/Chicago,H1
28063,Jefferson,Jefferson County,MS,718,America/Chicago,H1
28065,Jefferson Davis,Jefferson Davis County,MS,718,America/Chicago,H1
28067,Jones,Jones County,MS,710,America/Chicago,H1
28069,Kemper,Kemper County,MS,711,America/Chicago,H1
28071,Lafayette,Lafayette County,MS,640,America/Chicago,H1
28073,Lamar,Lamar County,MS,710,America/Chicago,H1
28075,Lauderdale,Lauderdale County,MS,711,America/Chicago,H1
28077,Lawrence,Lawrence County,MS,718,America/Chicago,H1
28079,Leake,Leake County,MS,718,America/Chicago,H1
28081,Lee,Lee County,MS,673,America/Chicago,H1
28083,Leflore,Leflore County,MS,647,America/Chicago,H1
28085,Lincoln,Lincoln County,MS,718,America/Chicago,H1
28087,Lowndes,Lowndes County,MS,673,America/Chicago,H1
28089,Madison,Madison County,MS,718,America/Chicago,H1
28091,Marion,Marion County,MS,710,America/Chicago,H1
28093,Marshall,Marshall County,MS,640,America/Chicago,H1
28095,Monroe,Monroe County,MS,673,America/Chicago,H1
28099,Neshoba,Neshoba County,MS,711,America/Chicago,H1
28101,Newton,Newton County,MS,711,America/Chicago,H1
28103,Noxubee,Noxubee County,MS,673,America/Chicago,H1
28105,Oktibbeha,Oktibbeha County,MS,673,America/Chicago,H1
28107,Panola,Panola County,MS,640,America/Chicago,H1
28109,Pearl River,Pearl River County,MS,622,America/Chicago,H1
28111,Perry,Perry County,MS,710,America/Chicago,H1
28117,Prentiss,Prentiss County,MS,673,America/Chicago,H1
28119,Quitman,Quitman County,MS,640,America/Chicago,H1
28121,Rankin,Rankin County,MS,718,America/Chicago,H1
28123,Scott,Scott County,MS,718,America/Chicago,H1
28125,Sharkey,Sharkey County,MS,718,America/Chicago,H1
28127,Simpson,Simpson County,MS,718,America/Chicago,H1
28129,Smith,Smith County,MS,718,America/Chicago,H1
28131,Stone,Stone County,MS,746,America/Chicago,H1
28133,Sunflower,Sunflower County,MS,647,America/Chicago,H1
28135,Tallahatchie,Tallahatchie County,MS,647,America/Chicago,H1
28137,Tate,Tate County,MS,640,America/Chicago,H1
28139,Tippah,Tippah County,MS,640,America/Chicago,H1
28141,Tishomingo,Tishomingo County,MS,673,America/Chicago,H1
28143,Tunica,Tunica County,MS,640,America/Chicago,H1
28145,Union,Union County,MS,673,America/Chicago,H1
28147,Walthall,Walthall County,MS,718,America/Chicago,H1
28149,Warren,Warren County,MS,718,America/Chicago,H1
28151,Washington,Washington County,MS,647,America/Chicago,H1
28153,Wayne,Wayne County,MS,710,America/Chicago,H1
28155,Webster,Webster County,MS,673,America/Chicago,H1
28157,Wilkinson,Wilkinson County,MS,716,America/Chicago,H1
28159,Winston,Winston County,MS,673,America/Chicago,H1
28161,Yalobusha,Yalobusha County,MS,673,America/Chicago,H1
28163,Yazoo,Yazoo County,MS,718,America/Chicago,H1
28115,Pontotoc,Pontotoc County,MS,673,America/Chicago,H1
28003,Alcorn,Alcorn County,MS,640,America/Chicago,H1
28045,Hancock,Hancock County,MS,622,America/Chicago,H1
28097,Montgomery,Montgomery County,MS,673,America/Chicago,H1
28113,Pike,Pike County,MS,718,America/Chicago,H1
29003,Andrew,Andrew County,MO,638,America/Chicago,H1
29005,Atchison,Atchison County,MO,652,America/Chicago,H1
29007,Audrain,Audrain County,MO,604,America/Chicago,H1
29009,Barry,Barry County,MO,619,America/Chicago,H1
29011,Barton,Barton County,MO,603,America/Chicago,H1
29013,Bates,Bates County,MO,616,America/Chicago,H1
29015,Benton,Benton County,MO,619,America/Chicago,H1
29017,Bollinger,Bollinger County,MO,632,America/Chicago,H1
29019,Boone,Boone County,MO,604,America/Chicago,H1
29021,Buchanan,Buchanan County,MO,638,America/Chicago,H1
29023,Butler,Butler County,MO,632,America/Chicago,H1
29025,Caldwell,Caldwell County,MO,616,America/Chicago,H1
