USPS|GEOID|GEOIDFQ|ANSICODE|NAME|FUNCSTAT|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
AL|0108592245|0600000US0108592245|00165854|Mosses CCD|S|408297013|1225601|157.644|0.473|32.092298|-86.77769
AL|0108791188|0600000US0108791188|00165858|Fort Davis CCD|S|200883866|845411|77.562|0.326|32.321634|-85.741216
AL|0108791917|0600000US0108791917|00165859|Little Texas-Society Hill CCD|S|243015427|1193548|93.829|0.461|32.43207|-85.521939
AL|0108792403|0600000US0108792403|00165860|Notasulga CCD|S|252156449|1999795|97.358|0.772|32.520903|-85.683732
AL|0108792898|0600000US0108792898|00165861|Shorter-Hardaway CCD|S|271885584|2994833|104.976|1.156|32.35753|-85.89482
AL|0108793230|0600000US0108793230|00165862|Tuskegee CCD|S|278025291|2965363|107.346|1.145|32.423207|-85.770065
AL|0108793376|0600000US0108793376|00165863|Warriorstand-Creek Stand CCD|S|330468982|1766553|127.595|0.682|32.292097|-85.567652
AL|0108991467|0600000US0108991467|00165865|Gurley CCD|S|169221844|1160375|65.337|0.448|34.677284|-86.432593
AL|0108991575|0600000US0108991575|00165866|Hazel Green CCD|S|159025251|451047|61.4|0.174|34.938193|-86.552277
AL|0108991674|0600000US0108991674|00161618|Huntsville CCD|S|613656124|3732926|236.934|1.441|34.779169|-86.607582
AL|0108992052|0600000US0108992052|00165867|Madison CCD|S|57913665|153281|22.361|0.059|34.715647|-86.749584
AL|0108992061|0600000US0108992061|00165868|Madison Crossroads CCD|S|167219646|749044|64.564|0.289|34.936374|-86.705577
AL|0108992349|0600000US0108992349|00165869|New Hope CCD|S|286088698|6270930|110.459|2.421|34.559947|-86.439569
AL|0108992358|0600000US0108992358|00165870|New Market CCD|S|391479779|1894602|151.151|0.732|34.873166|-86.394903
AL|0108992695|0600000US0108992695|00165864|Redstone Arsenal CCD|S|154579128|10295374|59.683|3.975|34.632929|-86.655842
AL|0108993176|0600000US0108993176|00165871|Triana CCD|S|77000204|4030718|29.73|1.556|34.618695|-86.754148
AL|0109190873|0600000US0109190873|00165872|Demopolis CCD|S|444577513|7908083|171.652|3.053|32.417456|-87.892213
AL|0109190882|0600000US0109190882|00165873|Dixons Mill CCD|S|286336273|54771|110.555|0.021|32.062081|-87.727732
AL|0109191080|0600000US0109191080|00165874|Faunsdale CCD|S|230169589|569831|88.869|0.22|32.42097|-87.624965
AL|0109191890|0600000US0109191890|00161619|Linden CCD|S|684606730|3497278|264.328|1.35|32.280469|-87.812048
AL|0109193051|0600000US0109193051|00165875|Sweet Water CCD|S|490024557|2519385|189.2|0.973|32.084843|-87.945873
AL|0109193123|0600000US0109193123|00165876|Thomaston CCD|S|394440461|402337|152.294|0.155|32.24778|-87.597839
AL|0109390225|0600000US0109390225|00165877|Bear Creek CCD|S|269310694|1948587|103.981|0.752|34.208108|-87.721786
AL|0109390297|0600000US0109390297|00165878|Bexar CCD|S|272992920|60583|105.403|0.023|34.22034|-88.131214
AL|0109390396|0600000US0109390396|00165879|Brilliant CCD|S|294327934|316290|113.641|0.122|34.058248|-87.722119
AL|0109391449|0600000US0109391449|00165880|Guin CCD|S|149093700|38718|57.565|0.015|33.986702|-87.902127
AL|0109391476|0600000US0109391476|00165881|Hackleburg CCD|S|225898312|260336|87.22|0.101|34.262541|-87.868782
AL|0109391512|0600000US0109391512|00165882|Hamilton CCD|S|556537401|250668|214.88|0.097|34.139455|-87.980816
AL|0109393492|0600000US0109393492|00165883|Winfield CCD|S|154496242|308298|59.651|0.119|33.957753|-87.751825
AL|0109590054|0600000US0109590054|00165884|Albertville-Boaz CCD|S|246216060|715614|95.065|0.276|34.249085|-86.199533
AL|0109590108|0600000US0109590108|00165885|Arab CCD|S|159073889|1152106|61.419|0.445|34.341493|-86.489668
AL|0109590918|0600000US0109590918|00165886|Douglas CCD|S|154077581|482657|59.49|0.186|34.180731|-86.320852
AL|0109591395|0600000US0109591395|00165887|Grant CCD|S|345925121|52388135|133.562|20.227|34.479396|-86.289055
AL|0109591458|0600000US0109591458|00165888|Guntersville CCD|S|174194633|44573898|67.257|17.21|34.309564|-86.321668
AL|0109593150|0600000US0109593150|00165889|Town Creek CCD|S|173734872|37896751|67.079|14.632|34.415163|-86.160396
AL|0109593240|0600000US0109593240|00165890|Union Grove CCD|S|212331810|11266330|81.982|4.35|34.417801|-86.463898
AL|0109790216|0600000US0109790216|00165891|Bayou La Batre CCD|S|215508711|714124297|83.208|275.725|30.319081|-88.209662
AL|0109790594|0600000US0109790594|00165892|Citronelle CCD|S|618296103|3508649|238.725|1.355|31.027126|-88.262107
AL|0109791386|0600000US0109791386|00165893|Grand Bay CCD|S|389489587|91398445|150.383|35.289|30.479144|-88.31554
AL|0109792187|0600000US0109792187|00161620|Mobile CCD|S|915651904|123995251|353.535|47.875|30.791109|-88.101275
AL|0109792304|0600000US0109792304|00165894|Mount Vernon CCD|S|288298011|7036430|111.312|2.717|31.070701|-88.06544
AL|0109792889|0600000US0109792889|00165895|Semmes CCD|S|326265571|10236290|125.972|3.952|30.840458|-88.336478
AL|0109793105|0600000US0109793105|00165896|Tanner Williams CCD|S|279436333|5812326|107.891|2.244|30.687341|-88.316877
AL|0109793114|0600000US0109793114|00165897|Theodore CCD|S|151139064|117878306|58.355|45.513|30.522431|-88.109718
AL|0109990234|0600000US0109990234|00165898|Beatrice CCD|S|523644031|1376920|202.18|0.532|31.75545|-87.102842
AL|0109991233|0600000US0109991233|00165899|Frisco City CCD|S|369132028|479819|142.523|0.185|31.395766|-87.422785
AL|0109992196|0600000US0109992196|00165900|Monroeville CCD|S|405969041|5297069|156.746|2.045|31.519207|-87.411806
AL|0109992520|0600000US0109992520|00165901|Peterman CCD|S|331032924|59686|127.813|0.023|31.620976|-87.264321
AL|0109993267|0600000US0109993267|00165902|Uriah CCD|S|427193703|5527227|164.94|2.134|31.325005|-87.599127
AL|0109993339|0600000US0109993339|00165903|Vredenburgh CCD|S|599497947|9868960|231.467|3.81|31.676299|-87.440954
AL|0110191665|0600000US0110191665|00165904|Hope Hull CCD|S|390643636|6622987|150.828|2.557|32.198998|-86.344383
AL|0110192214|0600000US0110192214|00165905|Montgomery CCD|S|458118859|20598672|176.881|7.953|32.378647|-86.297411
AL|0110192295|0600000US0110192295|00165906|Mount Meigs CCD|S|118168389|2493944|45.625|0.963|32.362412|-86.054282
AL|0110192565|0600000US0110192565|00165907|Pike Road CCD|S|479498596|4413868|185.135|1.704|32.241337|-86.115294
AL|0110192592|0600000US0110192592|00165908|Pine Level CCD|S|322817892|1399522|124.641|0.54|32.063735|-86.072211
AL|0110192673|0600000US0110192673|00165909|Ramer CCD|S|264812646|2173566|102.245|0.839|32.053501|-86.247047
AL|0110390837|0600000US0110390837|00165910|Danville CCD|S|209247850|1520049|80.791|0.587|34.407377|-87.057752
AL|0110390864|0600000US0110390864|00165911|Decatur CCD|S|208851186|18467306|80.638|7.13|34.574458|-87.033159
AL|0110391035|0600000US0110391035|00165912|Eva CCD|S|247431287|923083|95.534|0.356|34.355842|-86.700755
AL|0110391071|0600000US0110391071|00165913|Falkville CCD|S|212457829|821906|82.03|0.317|34.370081|-86.903591
AL|0110391539|0600000US0110391539|00165914|Hartselle CCD|S|146535764|4439504|56.578|1.714|34.466031|-86.928191
AL|0110391809|0600000US0110391809|00165915|Laceys Spring CCD|S|245964292|8439069|94.967|3.258|34.496864|-86.63634
AL|0110392970|0600000US0110392970|00165916|Somerville CCD|S|230867008|15565818|89.138|6.01|34.5022|-86.800157
AL|0110591503|0600000US0110591503|00165917|Hamburg CCD|S|219228381|2448930|84.645|0.946|32.547748|-87.303574
AL|0110591602|0600000US0110591602|00165918|Heiberger CCD|S|319444919|1440555|123.338|0.556|32.771714|-87.348215
AL|0110592115|0600000US0110592115|00165919|Marion CCD|S|300690878|2425708|116.097|0.937|32.657692|-87.376122
AL|0110592997|0600000US0110592997|00165920|Sprott CCD|S|681774411|3596673|263.235|1.389|32.684997|-87.123587
AL|0110593258|0600000US0110593258|00165921|Uniontown CCD|S|342797612|990341|132.355|0.382|32.459926|-87.461062
AL|0110790072|0600000US0110790072|01935003|Aliceville CCD|S|936657096|19821263|361.645|7.653|33.143676|-88.111187
AL|0110790495|0600000US0110790495|00165923|Carrollton CCD|S|390948019|798185|150.946|0.308|33.277932|-88.16795
AL|0110791008|0600000US0110791008|00165924|Ethelsville CCD|S|350297377|1236871|135.251|0.478|33.457852|-88.208774
AL|0110791359|0600000US0110791359|00165925|Gordo CCD|S|286738754|289306|110.71|0.112|33.397364|-87.892922
AL|0110792700|0600000US0110792700|00165927|Reform CCD|S|318140358|475468|122.835|0.184|33.421691|-88.018206
AL|0110990198|0600000US0110990198|00165928|Banks-Josie CCD|S|352222458|234374|135.994|0.09|31.84579|-85.79287
AL|0110990432|0600000US0110990432|00165929|Brundidge CCD|S|273196545|164913|105.482|0.064|31.688319|-85.811058
AL|0110991377|0600000US0110991377|00165930|Goshen-Shady Grove CCD|S|342592992|519037|132.276|0.2|31.864642|-86.103939
AL|0110991620|0600000US0110991620|00165931|Henderson-Spring Hill CCD|S|296122325|628046|114.333|0.242|31.689265|-86.037842
AL|0110992340|0600000US0110992340|00165932|Needmore CCD|S|265413971|220040|102.477|0.085|31.958784|-85.952204
AL|0110993195|0600000US0110993195|00165933|Troy CCD|S|211097076|572735|81.505|0.221|31.79022|-85.950292
AL|0111191161|0600000US0111191161|00165934|Folsom CCD|S|356865462|2075549|137.787|0.801|33.426451|-85.522683
AL|0111192736|0600000US0111192736|00165935|Roanoke CCD|S|304956899|1930618|117.745|0.745|33.191497|-85.330739
AL|0111193348|0600000US0111193348|00165936|Wadley CCD|S|237268644|2544402|91.61|0.982|33.159468|-85.567723
AL|0111193411|0600000US0111193411|00165937|Wedowee CCD|S|345083956|2579194|133.238|0.996|33.279927|-85.508691
AL|0111193501|0600000US0111193501|00165938|Woodland CCD|S|259443390|153250|100.172|0.059|33.367457|-85.337945
AL|0111390738|0600000US0111390738|00161621|Cottonton-Seale CCD|S|669177465|6550463|258.371|2.529|32.22919|-85.149302
AL|0111390783|0600000US0111390783|00165939|Crawford CCD|S|218381438|516886|84.318|0.2|32.434064|-85.217753
AL|0111391683|0600000US0111391683|00165940|Hurtsboro CCD|S|446886471|1401991|172.544|0.541|32.268801|-85.349172
AL|0111392538|0600000US0111392538|00165941|Phenix City CCD|S|326208585|7093607|125.95|2.739|32.38517|-85.022132
AL|0111590135|0600000US0111590135|00165942|Ashville CCD|S|379999726|8592964|146.719|3.318|33.878358|-86.241384
AL|0111592223|0600000US0111592223|00165943|Moody CCD|S|275950406|1888127|106.545|0.729|33.593157|-86.445323
AL|0111592511|0600000US0111592511|00165944|Pell City CCD|S|292558842|32064840|112.958|12.38|33.562977|-86.286156
AL|0111592646|0600000US0111592646|00165945|Ragland CCD|S|336833062|11665226|130.052|4.504|33.748491|-86.202535
AL|0111592988|0600000US0111592988|00165946|Springville CCD|S|350520358|2117872|135.337|0.818|33.747087|-86.439806
AL|0111790036|0600000US0111790036|00165947|Alabaster-Helena CCD|S|532413378|10960964|205.566|4.232|33.272878|-86.806428
AL|0111790450|0600000US0111790450|00165948|Calera CCD|S|151406451|2035823|58.458|0.786|33.109524|-86.720821
AL|0111790558|0600000US0111790558|00165949|Chelsea CCD|S|407474680|13408120|157.327|5.177|33.420576|-86.563097
AL|0111790711|0600000US0111790711|00165950|Columbiana CCD|S|365024593|18718470|140.937|7.227|33.170708|-86.589627
AL|0111792205|0600000US0111792205|00165951|Montevallo CCD|S|220232565|1864313|85.032|0.72|33.14517|-86.904992
AL|0111793321|0600000US0111793321|00165952|Vincent CCD|S|233071679|8517025|89.989|3.288|33.357319|-86.444668
AL|0111793474|0600000US0111793474|00165953|Wilsonville CCD|S|124694441|6745340|48.145|2.604|33.25212|-86.518221
AL|0111990261|0600000US0111990261|00165954|Belmont CCD|S|286024986|7476212|110.435|2.887|32.491039|-87.972395
AL|0111990801|0600000US0111990801|00165955|Cuba CCD|S|220321249|185406|85.067|0.072|32.380043|-88.33967
AL|0111991287|0600000US0111991287|00165956|Gainesville CCD|S|216581510|4208570|83.623|1.625|32.783698|-88.22174
AL|0111991935|0600000US0111991935|00165957|Livingston CCD|S|656314459|3110305|253.404|1.201|32.627407|-88.200628
AL|0111992493|0600000US0111992493|00165958|Panola-Geiger CCD|S|319347383|6781661|123.301|2.618|32.917899|-88.271129
AL|0111993510|0600000US0111993510|00161622|York CCD|S|642309322|2872732|247.997|1.109|32.432254|-88.183591
AL|0112190576|0600000US0112190576|00165959|Childersburg CCD|S|115822466|4769258|44.719|1.841|33.260131|-86.340353
AL|0112191879|0600000US0112191879|00165960|Lincoln CCD|S|199898930|13827283|77.181|5.339|33.61396|-86.107353
AL|0112192322|0600000US0112192322|00165961|Munford CCD|S|214424119|2698534|82.79|1.042|33.538872|-85.916818
AL|0112192709|0600000US0112192709|00165962|Renfroe-Laniers CCD|S|177035258|6792321|68.354|2.623|33.380549|-86.281961
AL|0112193060|0600000US0112193060|00165963|Sycamore-Winterboro CCD|S|300222624|3014179|115.917|1.164|33.30221|-86.180151
AL|0112193069|0600000US0112193069|00165964|Sylacauga CCD|S|371537358|11414122|143.451|4.407|33.16722|-86.322458
AL|0112193078|0600000US0112193078|00165965|Talladega CCD|S|529407974|18356546|204.406|7.088|33.443442|-86.086793
AL|0112390063|0600000US0112390063|00165966|Alexander City CCD|S|409398727|42729504|158.07|16.498|32.933888|-85.947092
AL|0112390468|0600000US0112390468|00165967|Camp Hill CCD|S|148177515|430952|57.212|0.166|32.773806|-85.648418
AL|0112390819|0600000US0112390819|00161623|Dadeville CCD|S|630396599|75087128|243.397|28.991|32.845475|-85.764499
AL|0112392367|0600000US0112392367|00165968|New Site CCD|S|379531281|3886140|146.538|1.5|33.026619|-85.731304
AL|0112393096|0600000US0112393096|00165969|Tallassee CCD|S|288324055|6627078|111.323|2.559|32.623934|-85.809406
AL|0112590018|0600000US0112590018|00165970|Abernant CCD|S|132422882|2026531|51.129|0.782|33.270552|-87.166571
AL|0112590306|0600000US0112590306|00165971|Big Sandy-Duncanville CCD|S|358966877|4024247|138.598|1.554|33.056624|-87.477616
AL|0112590423|0600000US0112590423|00165972|Brookwood CCD|S|410575869|10324370|158.524|3.986|33.324158|-87.331359
AL|0112590666|0600000US0112590666|00165973|Coaling-Vance CCD|S|247853378|1619617|95.697|0.625|33.172421|-87.312652
AL|0112590684|0600000US0112590684|00165974|Coker CCD|S|169284998|1726700|65.361|0.667|33.206548|-87.731952
AL|0112590981|0600000US0112590981|00165975|Elrod-Moores Bridge-Echola CCD|S|235493928|2346182|90.925|0.906|33.364931|-87.823043
AL|0112591224|0600000US0112591224|00165976|Fosters CCD|S|270481668|6464836|104.434|2.496|33.076605|-87.733004
AL|0112592389|0600000US0112592389|01934999|Northport CCD|S|211026753|3368591|81.478|1.301|33.289068|-87.647234
AL|0112592826|0600000US0112592826|00165977|Samantha CCD|S|382067829|5051099|147.517|1.95|33.475203|-87.677137
AL|0112593222|0600000US0112593222|00161624|Tuscaloosa CCD|S|340238824|18509051|131.367|7.146|33.200644|-87.544983
AL|0112593483|0600000US0112593483|00165978|Windham Springs CCD|S|662606923|23202350|255.834|8.958|33.454634|-87.471247
AL|0112790477|0600000US0112790477|00165979|Carbon Hill CCD|S|139438309|694425|53.837|0.268|33.929201|-87.574153
AL|0112790729|0600000US0112790729|00165980|Cordova CCD|S|114540103|2993984|44.224|1.156|33.734737|-87.185711
AL|0112790891|0600000US0112790891|00165981|Dora CCD|S|141424732|2121895|54.604|0.819|33.752066|-87.087971
AL|0112790990|0600000US0112790990|00165982|Empire CCD|S|94844768|1009540|36.62|0.39|33.848172|-87.036585
AL|0112791755|0600000US0112791755|00165984|Jasper CCD|S|235423018|2199635|90.897|0.849|33.837311|-87.259881
AL|0112792079|0600000US0112792079|00165985|Manchester CCD|S|141547705|1581987|54.652|0.611|33.936688|-87.305301
AL|0112792331|0600000US0112792331|00165986|Nauvoo CCD|S|153463795|757216|59.253|0.292|33.944599|-87.464688
AL|0112792421|0600000US0112792421|00165987|Oakman CCD|S|447869063|9583078|172.923|3.7|33.666598|-87.361509
AL|0112792502|0600000US0112792502|00165988|Parrish CCD|S|122627987|2612900|47.347|1.009|33.710734|-87.267745
AL|0112792642|0600000US0112792642|00165983|Quinton-Wegra CCD|S|80651370|4378794|31.14|1.691|33.645595|-87.139296
AL|0112792943|0600000US0112792943|00165989|Sipsey CCD|S|184378457|7618068|71.189|2.941|33.906272|-87.1509
AL|0112793168|0600000US0112793168|00165990|Townley CCD|S|192628120|1051850|74.374|0.406|33.842107|-87.432688
AL|0112990549|0600000US0112990549|00165991|Chatom CCD|S|647676649|2397165|250.069|0.926|31.534484|-88.219351
AL|0112991242|0600000US0112991242|00165992|Fruitdale CCD|S|745904906|2136758|287.996|0.825|31.270928|-88.307365
AL|0112992043|0600000US0112992043|00165993|McIntosh CCD|S|400214865|4732855|154.524|1.827|31.229163|-88.072434
AL|0112992160|0600000US0112992160|00165994|Millry CCD|S|398479424|659562|153.854|0.255|31.625663|-88.341566
AL|0112993357|0600000US0112993357|00165995|Wagarville CCD|S|605572741|11598053|233.813|4.478|31.417443|-88.050426
AL|0113190045|0600000US0113190045|00165996|Alberta CCD|S|401283685|21100944|154.937|8.147|32.151807|-87.404639
AL|0113190459|0600000US0113190459|00165997|Camden CCD|S|445750146|21535049|172.105|8.315|32.012375|-87.292107
AL|0113190756|0600000US0113190756|00165998|Coy-Fatama CCD|S|422570522|2519419|163.155|0.973|31.896442|-87.338884
AL|0113192574|0600000US0113192574|00165999|Pine Apple CCD|S|550680112|599874|212.619|0.232|31.953771|-87.00552
AL|0113192583|0600000US0113192583|00166000|Pine Hill CCD|S|479256094|4836905|185.042|1.868|31.974963|-87.559795
AL|0113390027|0600000US0113390027|00161625|Addison CCD|S|597320177|33172777|230.627|12.808|34.169775|-87.207168
AL|0113390909|0600000US0113390909|00166001|Double Springs CCD|S|471340367|14255001|181.986|5.504|34.126813|-87.383078
AL|0113391494|0600000US0113391494|00166002|Haleyville CCD|S|258310588|1056298|99.734|0.408|34.212104|-87.541761
AL|0113392025|0600000US0113392025|00166003|Lynn CCD|S|260691392|384734|100.654|0.149|34.062949|-87.544122
AK|0201301598|0600000US0201301598|01939933|Aleutians East census subarea|S|18092037389|20799701286|6985.375|8030.81|55.245044|-161.997477
AK|0201601615|0600000US0201601615|01939934|Aleutians West census subarea|S|11363234702|25198286125|4387.37|9729.113|51.948964|+179.621188
AK|0202003050|0600000US0202003050|01939927|Anchorage census subarea|S|4420596509|615656658|1706.802|237.706|61.17425|-149.284329
AK|0205003580|0600000US0205003580|01939929|Aniak census subarea|S|49403729070|586525587|19074.887|226.459|61.468804|-156.692206
AK|0205045510|0600000US0205045510|01939953|Lower Kuskokwim census subarea|S|55891917595|12106307438|21579.991|4674.272|60.410291|-162.669391
AK|0206009050|0600000US0206009050|01939931|Bristol Bay census subarea|S|1246773236|952149115|481.382|367.627|58.730546|-156.994473
AK|0206314420|0600000US0206314420|01939932|Chugach census subarea|S|24797447815|14539007638|9574.349|5613.542|60.488474|-146.20309
AK|0206617350|0600000US0206617350|01939935|Copper River census subarea|S|63836358975|1217343850|24647.357|470.019|62.034479|-143.922167
AK|0206818765|0600000US0206818765|01939937|Denali census subarea|S|32736790955|69480244|12639.746|26.826|63.682039|-150.027016
AK|0207019000|0600000US0207019000|01939938|Dillingham census subarea|S|47534537685|5891862209|18353.188|2274.861|59.543326|-158.267123
