GEOID|GEOIDFQ|NAME|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
25039|400C200US25039|Dunn, NC Urban Area|28781982|136962|11.113|0.053|35.317578|-78.636444
25093|400C200US25093|Du Quoin, IL Urban Area|10504063|53516|4.056|0.021|38.004412|-89.234301
25120|400C200US25120|Durand, MI Urban Area|9790980|123539|3.78|0.048|42.919639|-83.991875
25147|400C200US25147|Durango, CO Urban Area|24502461|85392|9.46|0.033|37.287672|-107.867815
25201|400C200US25201|Durant, OK Urban Area|31104081|39988|12.009|0.015|33.992468|-96.398015
25216|400C200US25216|Durham, NH Urban Area|10454205|63609|4.036|0.025|43.139235|-70.929903
25228|400C200US25228|Durham, NC Urban Area|474947716|3333011|183.378|1.287|35.966985|-78.937688
25237|400C200US25237|Duvall, WA Urban Area|6406786|3707|2.474|0.001|47.737654|-121.964426
25309|400C200US25309|Dyersburg, TN Urban Area|33607139|227443|12.976|0.088|36.045663|-89.383225
25390|400C200US25390|Eagle, CO Urban Area|8824210|46118|3.407|0.018|39.645064|-106.822397
25480|400C200US25480|Eagle Mountain, UT Urban Area|5234338|0|2.021|0.|40.309634|-112.011228
25498|400C200US25498|Eagle Pass, TX Urban Area|54699390|359878|21.12|0.139|28.700079|-100.474047
25579|400C200US25579|Earlimart, CA Urban Area|3496393|0|1.35|0.|35.883774|-119.270251
25598|400C200US25598|East Aurora, NY Urban Area|15070063|43792|5.819|0.017|42.77019|-78.615811
25658|400C200US25658|East Hampton North--Springs--Northwest Harbor, NY Urban Area|92857524|5870108|35.852|2.266|40.981411|-72.193604
25687|400C200US25687|East Liverpool, OH--WV--PA Urban Area|40212660|1629513|15.526|0.629|40.644972|-80.578858
25714|400C200US25714|Eastman, GA Urban Area|15441432|185369|5.962|0.072|32.193868|-83.177877
25741|400C200US25741|Easton, MD Urban Area|28902016|346969|11.159|0.134|38.770845|-76.070571
25768|400C200US25768|East Palestine, OH Urban Area|7528284|0|2.907|0.|40.841613|-80.539724
25849|400C200US25849|East Stroudsburg--Stroudsburg, PA Urban Area|100846912|815695|38.937|0.315|41.010818|-75.234842
25876|400C200US25876|East Tawas, MI Urban Area|12962372|0|5.005|0.|44.273921|-83.508635
25903|400C200US25903|East Troy, WI Urban Area|10721806|1657100|4.14|0.64|42.79552|-88.398528
25930|400C200US25930|Eaton, CO Urban Area|5595174|0|2.16|0.|40.527435|-104.716851
25957|400C200US25957|Eaton, OH Urban Area|11638627|1810|4.494|0.001|39.749911|-84.635486
25984|400C200US25984|Eaton Rapids, MI Urban Area|7268465|142989|2.806|0.055|42.51142|-84.654426
26038|400C200US26038|Eau Claire, WI Urban Area|161866908|10233947|62.497|3.951|44.8496|-91.459913
26065|400C200US26065|Ebensburg, PA Urban Area|6695944|31408|2.585|0.012|40.478698|-78.741113
26092|400C200US26092|Eden, NC Urban Area|36881028|42294|14.24|0.016|36.504197|-79.748256
26119|400C200US26119|Edenton, NC Urban Area|9287029|178962|3.586|0.069|36.071606|-76.617043
26173|400C200US26173|Edgerton, WI Urban Area|16032830|495146|6.19|0.191|42.838856|-89.055991
26227|400C200US26227|Edinboro, PA Urban Area|6312077|194847|2.437|0.075|41.883992|-80.123253
26254|400C200US26254|Edna, TX Urban Area|9571420|0|3.696|0.|28.974289|-96.650546
26275|400C200US26275|Edwards--Avon, CO Urban Area|30053555|584371|11.604|0.226|39.639076|-106.553834
26308|400C200US26308|Effingham, IL Urban Area|35203180|75129|13.592|0.029|39.125966|-88.531694
26362|400C200US26362|Elberton, GA Urban Area|12985651|67446|5.014|0.026|34.108838|-82.866255
26375|400C200US26375|Elburn, IL Urban Area|9233538|0|3.565|0.|41.887549|-88.459832
26389|400C200US26389|El Campo, TX Urban Area|20274166|19527|7.828|0.008|29.198508|-96.276623
26405|400C200US26405|El Centro, CA Urban Area|50084363|45518|19.338|0.018|32.802839|-115.560322
26422|400C200US26422|Eldersburg, MD Urban Area|47603415|474049|18.38|0.183|39.398706|-76.941698
26443|400C200US26443|Eldon, MO Urban Area|8609233|0|3.324|0.|38.350261|-92.576903
26470|400C200US26470|El Dorado, AR Urban Area|52478274|0|20.262|0.|33.211502|-92.663028
26524|400C200US26524|El Dorado, KS Urban Area|19287750|20061|7.447|0.008|37.819351|-96.866248
26659|400C200US26659|Elgin, TX Urban Area|12348960|0|4.768|0.|30.351263|-97.385115
26686|400C200US26686|Elizabeth City, NC Urban Area|42743955|23458|16.504|0.009|36.298233|-76.226397
26750|400C200US26750|Elizabethtown--Radcliff, KY Urban Area|144601538|1285155|55.831|0.496|37.873754|-85.949265
26767|400C200US26767|Elk City, OK Urban Area|23342370|0|9.013|0.|35.408502|-99.407818
26794|400C200US26794|Elkhart, IN--MI Urban Area|245884262|8096174|94.936|3.126|41.662338|-85.924496
26821|400C200US26821|Elkhorn, WI Urban Area|17974509|144932|6.94|0.056|42.687332|-88.543002
26875|400C200US26875|Elkins, WV Urban Area|18441834|0|7.12|0.|38.935799|-79.855896
26902|400C200US26902|Elko, NV Urban Area|32528463|0|12.559|0.|40.839773|-115.766306
26956|400C200US26956|Elkton, VA Urban Area|12446239|63976|4.806|0.025|38.402154|-78.617496
26983|400C200US26983|Ellensburg, WA Urban Area|22894436|55313|8.84|0.021|47.001086|-120.538461
27010|400C200US27010|Ellenville, NY Urban Area|8555617|77768|3.303|0.03|41.725976|-74.386724
27037|400C200US27037|Ellijay, GA Urban Area|34236387|291044|13.219|0.112|34.673133|-84.507983
27085|400C200US27085|Ellwood City, PA Urban Area|19070015|322979|7.363|0.125|40.852954|-80.280735
27118|400C200US27118|Elmira, NY Urban Area|82145862|1180585|31.717|0.456|42.086405|-76.82518
27253|400C200US27253|El Paso, TX--NM Urban Area|663184685|2421260|256.057|0.935|31.786147|-106.389782
27261|400C200US27261|El Paso de Robles (Paso Robles)--Atascadero, CA Urban Area|77603785|114779|29.963|0.044|35.444573|-120.624475
27280|400C200US27280|El Reno, OK Urban Area|22578427|6018|8.718|0.002|35.520858|-97.956489
27290|400C200US27290|Elsa, TX Urban Area|16201606|0|6.255|0.|26.299313|-97.980961
27307|400C200US27307|Elwood, IN Urban Area|11996702|0|4.632|0.|40.272468|-85.837712
27361|400C200US27361|Ely, NV Urban Area|8018080|0|3.096|0.|39.247316|-114.87507
27469|400C200US27469|Emmett, ID Urban Area|14870903|193903|5.742|0.075|43.875885|-116.496474
27523|400C200US27523|Emporia, KS Urban Area|28971551|210988|11.186|0.081|38.409579|-96.194519
27550|400C200US27550|Emporia, VA Urban Area|17035819|155406|6.578|0.06|36.69725|-77.544739
27631|400C200US27631|Enid, OK Urban Area|76371572|37260|29.487|0.014|36.39856|-97.893218
27658|400C200US27658|Ennis, TX Urban Area|32164852|904179|12.419|0.349|32.328189|-96.631752
27685|400C200US27685|Enterprise, AL Urban Area|61504881|151495|23.747|0.058|31.329219|-85.829648
27712|400C200US27712|Ephraim, UT Urban Area|4521317|0|1.746|0.|39.357786|-111.582362
27739|400C200US27739|Ephrata, WA Urban Area|11063986|0|4.272|0.|47.314246|-119.553286
27766|400C200US27766|Erie, PA Urban Area|189926246|622606|73.331|0.24|42.088867|-80.112692
27793|400C200US27793|Erwin, TN Urban Area|15347733|12216|5.926|0.005|36.143997|-82.408735
27820|400C200US27820|Escalon, CA Urban Area|5148439|0|1.988|0.|37.792578|-120.99566
27847|400C200US27847|Escanaba, MI Urban Area|46796837|415095|18.068|0.16|45.733032|-87.084194
27874|400C200US27874|Española, NM Urban Area|52155629|422050|20.137|0.163|36.012019|-106.047156
27901|400C200US27901|Estacada, OR Urban Area|7745851|16758|2.991|0.006|45.297043|-122.328629
27928|400C200US27928|Estes Park, CO Urban Area|31468785|700479|12.15|0.27|40.359149|-105.529617
27955|400C200US27955|Estherville, IA Urban Area|8935045|0|3.45|0.|43.403532|-94.832892
28009|400C200US28009|Etowah, TN Urban Area|11668955|0|4.505|0.|35.338883|-84.528244
28063|400C200US28063|Eudora, KS Urban Area|6784616|109922|2.62|0.042|38.932378|-95.096848
28090|400C200US28090|Eufaula, AL--GA Urban Area|18010105|28095|6.954|0.011|31.887533|-85.14468
28117|400C200US28117|Eugene, OR Urban Area|190326270|164467|73.485|0.064|44.069521|-123.085685
28144|400C200US28144|Eunice, LA Urban Area|18473203|78619|7.133|0.03|30.493373|-92.418098
28198|400C200US28198|Eureka, CA Urban Area|48624237|3806762|18.774|1.47|40.775465|-124.166342
28225|400C200US28225|Eureka, IL Urban Area|6532021|124341|2.522|0.048|40.713988|-89.274949
28262|400C200US28262|Eureka, MO Urban Area|24152531|43957|9.325|0.017|38.491444|-90.643009
28306|400C200US28306|Evanston, WY Urban Area|19825497|104737|7.655|0.04|41.260088|-110.963739
28333|400C200US28333|Evansville, IN Urban Area|292029078|2910549|112.753|1.124|38.007208|-87.526177
28360|400C200US28360|Evansville, WI Urban Area|7256933|15|2.802|0.|42.778401|-89.298617
28441|400C200US28441|Evergreen, CO Urban Area|24502093|219473|9.46|0.085|39.645594|-105.336295
28495|400C200US28495|Excelsior Springs, MO Urban Area|14764213|0|5.7|0.|39.346037|-94.238117
28506|400C200US28506|Exeter, CA Urban Area|7432151|0|2.87|0.|36.294749|-119.148247
28511|400C200US28511|Exeter, NH Urban Area|30386902|315800|11.732|0.122|42.985696|-70.926615
28522|400C200US28522|Fabens, TX Urban Area|4379984|58739|1.691|0.023|31.505333|-106.154028
28549|400C200US28549|Fairbanks, AK Urban Area|193101689|6001843|74.557|2.317|64.85531|-147.756344
28603|400C200US28603|Fairbury, NE Urban Area|6112500|10793|2.36|0.004|40.144738|-97.176504
28657|400C200US28657|Fairfield, CA Urban Area|105694641|620103|40.809|0.239|38.261965|-122.032389
28684|400C200US28684|Fairfield, IL Urban Area|8447111|63580|3.261|0.025|38.380391|-88.369938
28711|400C200US28711|Fairfield, IA Urban Area|13930476|118241|5.379|0.046|41.005895|-91.967453
28765|400C200US28765|Fairfield Glade, TN Urban Area|24955880|1034245|9.636|0.399|36.009502|-84.885711
28766|400C200US28766|Fairhope--Daphne, AL Urban Area|153012291|670581|59.078|0.259|30.620911|-87.904485
28846|400C200US28846|Fairmont, MN Urban Area|9401916|986276|3.63|0.381|43.645881|-94.456578
28873|400C200US28873|Fairmont, WV Urban Area|52256743|1822187|20.176|0.704|39.464498|-80.158601
28981|400C200US28981|Fajardo, PR Urban Area|89046362|571520|34.381|0.221|18.33623|-65.656006
28995|400C200US28995|Falcon, CO Urban Area|21952796|0|8.476|0.|38.963609|-104.605093
29008|400C200US29008|Falfurrias, TX Urban Area|5662317|0|2.186|0.|27.224195|-98.147155
29024|400C200US29024|Fallbrook, CA Urban Area|67394793|72463|26.021|0.028|33.353657|-117.225141
29035|400C200US29035|Fallon, NV Urban Area|36152908|18327|13.959|0.007|39.487723|-118.792263
29062|400C200US29062|Falls City, NE Urban Area|8657165|12085|3.343|0.005|40.062208|-95.599013
29089|400C200US29089|Fargo, ND--MN Urban Area|201326361|295424|77.733|0.114|46.858555|-96.826798
29116|400C200US29116|Faribault, MN Urban Area|26527151|614135|10.242|0.237|44.297461|-93.278929
29251|400C200US29251|Farmington, MO Urban Area|46753486|104259|18.052|0.04|37.853921|-90.51246
29278|400C200US29278|Farmington, NM Urban Area|84492771|35476|32.623|0.014|36.747223|-108.162366
29305|400C200US29305|Farmville, NC Urban Area|7636071|0|2.948|0.|35.594653|-77.591416
29332|400C200US29332|Farmville, VA Urban Area|16997943|291443|6.563|0.113|37.286016|-78.39096
29440|400C200US29440|Fayetteville, NC Urban Area|507474641|5282975|195.937|2.04|35.052628|-78.97684
29467|400C200US29467|Fayetteville, TN Urban Area|32205657|0|12.435|0.|35.111264|-86.571838
29494|400C200US29494|Fayetteville--Springdale--Rogers, AR--MO Urban Area|513550315|6237332|198.283|2.408|36.262667|-94.184323
29555|400C200US29555|Fenton, MI Urban Area|76833179|14408583|29.665|5.563|42.796909|-83.751639
29575|400C200US29575|Fergus Falls, MN Urban Area|19764912|1563786|7.631|0.604|46.288649|-96.077117
29608|400C200US29608|Fernandina Beach--Yulee, FL Urban Area|131011051|2945658|50.584|1.137|30.604972|-81.500742
29656|400C200US29656|Fernley, NV Urban Area|27428248|0|10.59|0.|39.602952|-119.23564
29683|400C200US29683|Ferriday, LA Urban Area|12525970|0|4.836|0.|31.626058|-91.559291
29710|400C200US29710|Fillmore, CA Urban Area|6819111|0|2.633|0.|34.401164|-118.918568
29737|400C200US29737|Findlay, OH Urban Area|66383593|416429|25.631|0.161|41.049732|-83.639702
29764|400C200US29764|Firebaugh, CA Urban Area|6550276|143103|2.529|0.055|36.851884|-120.451701
29769|400C200US29769|Fire Island, NY Urban Area|7418767|133374|2.864|0.051|40.64789|-73.147956
29775|400C200US29775|Firestone--Frederick, CO Urban Area|39413692|505251|15.218|0.195|40.139574|-104.959813
29791|400C200US29791|Fitzgerald, GA Urban Area|22026450|522955|8.504|0.202|31.715424|-83.260472
29818|400C200US29818|Flagstaff, AZ Urban Area|75798683|78821|29.266|0.03|35.201579|-111.618444
29846|400C200US29846|Flemington--Raritan, NJ Urban Area|47637796|60341|18.393|0.023|40.505613|-74.848872
29872|400C200US29872|Flint, MI Urban Area|532056541|4502053|205.428|1.738|43.012172|-83.68054
29899|400C200US29899|Flora, IL Urban Area|8245284|0|3.184|0.|38.670794|-88.480512
29953|400C200US29953|Florence, AL Urban Area|141316178|359258|54.562|0.139|34.815178|-87.67165
29980|400C200US29980|Florence East, AZ Urban Area|6876786|0|2.655|0.|33.031778|-111.386874
30034|400C200US30034|Florence, OR Urban Area|20668695|40058|7.98|0.015|44.005913|-124.111493
30061|400C200US30061|Florence, SC Urban Area|176164474|1559460|68.017|0.602|34.204283|-79.809012
30073|400C200US30073|Florence West, AZ Urban Area|15203797|0|5.87|0.|33.061888|-111.468282
30088|400C200US30088|Floresville, TX Urban Area|9978130|15265|3.853|0.006|29.14131|-98.156623
30171|400C200US30171|Foley--Gulf Shores, AL Urban Area|127050702|1081011|49.055|0.417|30.337676|-87.692771
30223|400C200US30223|Fond du Lac, WI Urban Area|63947871|809531|24.69|0.313|43.779876|-88.445312
30232|400C200US30232|Fontana-on-Geneva Lake, WI Urban Area|26572865|8868051|10.26|3.424|42.567167|-88.547583
30331|400C200US30331|Forest City--Spindale, NC Urban Area|69648244|190521|26.891|0.074|35.338887|-81.897738
30358|400C200US30358|Forest Lake, MN Urban Area|36306649|11353881|14.018|4.384|45.273307|-92.96984
30439|400C200US30439|Forney, TX Urban Area|51019426|147614|19.699|0.057|32.745298|-96.441461
30466|400C200US30466|Forrest City, AR Urban Area|18165350|50824|7.014|0.02|35.013019|-90.785726
30493|400C200US30493|Forsyth, GA Urban Area|13475984|31627|5.203|0.012|33.03924|-83.947879
30520|400C200US30520|Forsyth, MO Urban Area|17089098|43436|6.598|0.017|36.710406|-93.175258
30547|400C200US30547|Fort Atkinson, WI Urban Area|17875955|291750|6.902|0.113|42.918337|-88.843686
30574|400C200US30574|Fort Bragg, CA Urban Area|25376366|335918|9.798|0.13|39.421205|-123.795643
30628|400C200US30628|Fort Collins, CO Urban Area|305556669|18260020|117.976|7.05|40.563092|-105.111884
30682|400C200US30682|Fort Dodge, IA Urban Area|35262220|515550|13.615|0.199|42.50959|-94.18209
30736|400C200US30736|Fort Irwin, CA Urban Area|9367563|0|3.617|0.|35.258999|-116.686841
30748|400C200US30748|Fort Leonard Wood--St. Robert--Waynesville, MO Urban Area|67801906|21373|26.178|0.008|37.756908|-92.126985
30755|400C200US30755|Fort Lupton, CO Urban Area|6035612|0|2.33|0.|40.083141|-104.804927
30763|400C200US30763|Fort Madison, IA--IL Urban Area|15523582|0|5.994|0.|40.62894|-91.344033
30790|400C200US30790|Fort Meade, FL Urban Area|6007348|68544|2.319|0.026|27.750056|-81.795337
30817|400C200US30817|Fort Morgan, CO Urban Area|14374780|0|5.55|0.|40.25046|-103.794137
30844|400C200US30844|Fort Payne, AL Urban Area|22392673|30508|8.646|0.012|34.451415|-85.719746
30871|400C200US30871|Fort Polk South, LA Urban Area|24463871|63341|9.446|0.024|31.055871|-93.226486
30885|400C200US30885|Fort Rucker--Daleville, AL Urban Area|20113970|0|7.766|0.|31.308064|-85.711351
30898|400C200US30898|Fort Scott, KS Urban Area|13208162|14336|5.1|0.006|37.826083|-94.702741
30925|400C200US30925|Fort Smith, AR--OK Urban Area|191595794|838677|73.976|0.324|35.376008|-94.362206
30952|400C200US30952|Fort Stockton, TX Urban Area|15502240|0|5.985|0.|30.894435|-102.886612
30979|400C200US30979|Fortuna, CA Urban Area|15004049|1091|5.793|0.|40.587321|-124.145121
31033|400C200US31033|Fort Valley, GA Urban Area|15048253|32622|5.81|0.013|32.552211|-83.891307
31087|400C200US31087|Fort Wayne, IN Urban Area|423420640|1000612|163.484|0.386|41.097619|-85.147434
31114|400C200US31114|Fostoria, OH Urban Area|21518144|213934|8.308|0.083|41.164226|-83.410851
31150|400C200US31150|Four Corners, FL Urban Area|219253993|10060886|84.654|3.885|28.235393|-81.677538
31195|400C200US31195|Frankenmuth, MI Urban Area|7571333|99073|2.923|0.038|43.332753|-83.737571
31222|400C200US31222|Frankfort, IN Urban Area|19387350|0|7.485|0.|40.280355|-86.525564
31249|400C200US31249|Frankfort, KY Urban Area|57837997|1328562|22.331|0.513|38.188228|-84.859577
31262|400C200US31262|Frankfort, MI Urban Area|10974508|132291|4.237|0.051|44.63761|-86.227759
31276|400C200US31276|Franklin, KY Urban Area|21595210|46538|8.338|0.018|36.725708|-86.575604
31303|400C200US31303|Franklin, LA Urban Area|16048914|158097|6.197|0.061|29.797187|-91.505105
31330|400C200US31330|Franklin, NH Urban Area|10943840|537804|4.225|0.208|43.443804|-71.647589
31384|400C200US31384|Franklin, NC Urban Area|36170720|823959|13.966|0.318|35.177893|-83.380771
31411|400C200US31411|Franklin (Venango County), PA Urban Area|14564457|74075|5.623|0.029|41.39412|-79.833473
31438|400C200US31438|Franklin, VA Urban Area|16677501|112306|6.439|0.043|36.682427|-76.933958
31478|400C200US31478|Fraser, CO Urban Area|11535257|12925|4.454|0.005|39.9253|-105.788415
31519|400C200US31519|Frederick, MD Urban Area|207950695|1768242|80.29|0.683|39.406328|-77.363357
31573|400C200US31573|Fredericksburg, TX Urban Area|20291823|14308|7.835|0.006|30.27382|-98.869249
31600|400C200US31600|Fredericksburg, VA Urban Area|231742554|3532375|89.476|1.364|38.284434|-77.497396
31627|400C200US31627|Fredericktown, MO Urban Area|8465897|16415|3.269|0.006|37.55872|-90.294904
31660|400C200US31660|Freeland, MI Urban Area|21912258|16987|8.46|0.007|43.531539|-84.102263
31668|400C200US31668|Freeland, PA Urban Area|4047235|0|1.563|0.|41.017365|-75.902799
31672|400C200US31672|Freeland, WA Urban Area|31436893|347869|12.138|0.134|48.008787|-122.543177
31681|400C200US31681|Freeport, IL Urban Area|27497107|95514|10.617|0.037|42.290173|-89.634888
31735|400C200US31735|Fremont, MI Urban Area|9923736|161803|3.832|0.062|43.465758|-85.951597
31762|400C200US31762|Fremont, NE Urban Area|35658314|843304|13.768|0.326|41.442028|-96.497273
31789|400C200US31789|Fremont, OH Urban Area|34697479|940213|13.397|0.363|41.348235|-83.117703
31843|400C200US31843|Fresno, CA Urban Area|412217283|3233830|159.158|1.249|36.789045|-119.769
31852|400C200US31852|Friday Harbor, WA Urban Area|11458502|1224257|4.424|0.473|48.523964|-122.99517
31889|400C200US31889|Frisco, CO Urban Area|5575405|0|2.153|0.|39.57871|-106.093771
31924|400C200US31924|Front Royal, VA Urban Area|27731241|55503|10.707|0.021|38.917107|-78.17676
31978|400C200US31978|Frostproof, FL Urban Area|19487597|4974393|7.524|1.921|27.732956|-81.558996
32032|400C200US32032|Fulton, KY--TN Urban Area|8175253|46670|3.156|0.018|36.504438|-88.879996
32086|400C200US32086|Fulton, MO Urban Area|22460698|242307|8.672|0.094|38.850805|-91.952188
32092|400C200US32092|Fulton, NY Urban Area|14846940|750997|5.732|0.29|43.307089|-76.397503
32113|400C200US32113|Gadsden, AL Urban Area|158530839|5255544|61.209|2.029|33.985171|-86.027569
32140|400C200US32140|Gaffney, SC Urban Area|39938989|107496|15.421|0.042|35.076849|-81.65191
32167|400C200US32167|Gainesville, FL Urban Area|227185514|3472361|87.717|1.341|29.656213|-82.387728
32194|400C200US32194|Gainesville, GA Urban Area|386149695|24447965|149.093|9.439|34.233735|-83.86262
32221|400C200US32221|Gainesville, TX Urban Area|24748394|26645|9.555|0.01|33.63744|-97.138935
32248|400C200US32248|Galax, VA Urban Area|17147500|66597|6.621|0.026|36.66564|-80.914308
32329|400C200US32329|Galesburg, IL Urban Area|56783295|141394|21.924|0.055|40.944688|-90.359115
32356|400C200US32356|Galion, OH Urban Area|16611074|40302|6.414|0.016|40.734572|-82.790333
32383|400C200US32383|Galliano--Larose--Cut Off, LA Urban Area|48427017|949595|18.698|0.367|29.489474|-90.330724
32437|400C200US32437|Gallup, NM Urban Area|35444681|0|13.685|0.|35.521565|-108.738747
32451|400C200US32451|Galt, CA Urban Area|18355447|0|7.087|0.|38.265752|-121.307562
32491|400C200US32491|Galveston--Texas City, TX Urban Area|282315723|7932374|109.003|3.063|29.364635|-94.997589
32506|400C200US32506|Garapan, MP Urban Area|44668945|185857|17.247|0.072|15.146895|+145.714895
32518|400C200US32518|Garden City, KS Urban Area|33021257|67931|12.75|0.026|37.975023|-100.853359
32572|400C200US32572|Gardnerville, NV Urban Area|32837770|49380|12.679|0.019|38.930888|-119.723951
32653|400C200US32653|Gastonia, NC Urban Area|322658244|3452598|124.579|1.333|35.258509|-81.130167
32707|400C200US32707|Gatesville, TX Urban Area|26353164|31120|10.175|0.012|31.438289|-97.723184
32734|400C200US32734|Gaylord--Bagley, MI Urban Area|26618797|8583506|10.278|3.314|44.987582|-84.685732
32761|400C200US32761|Geneseo, IL Urban Area|9729510|0|3.757|0.|41.450356|-90.154314
32788|400C200US32788|Geneseo, NY Urban Area|6243394|0|2.411|0.|42.798943|-77.805341
32842|400C200US32842|Geneva, NY Urban Area|43406223|751961|16.759|0.29|42.830821|-76.984254
32850|400C200US32850|Geneva, OH Urban Area|12331261|0|4.761|0.|41.803081|-80.935585
32869|400C200US32869|Genoa, IL Urban Area|5687814|128733|2.196|0.05|42.092376|-88.698435
32950|400C200US32950|Georgetown, DE Urban Area|12775601|0|4.933|0.|38.688833|-75.38365
32977|400C200US32977|Georgetown, KY Urban Area|39013020|388606|15.063|0.15|38.213422|-84.550322
33031|400C200US33031|Georgetown, SC Urban Area|23944806|1284591|9.245|0.496|33.370457|-79.299928
33091|400C200US33091|Germantown, OH Urban Area|7202679|0|2.781|0.|39.627735|-84.368267
33139|400C200US33139|Gettysburg--Cumberland, PA Urban Area|21409333|620017|8.266|0.239|39.831233|-77.225628
33220|400C200US33220|Gillespie, IL Urban Area|7354379|355|2.84|0.|39.131514|-89.817897
33247|400C200US33247|Gillette, WY Urban Area|50899629|71361|19.652|0.028|44.275187|-105.496025
33301|400C200US33301|Gilmer, TX Urban Area|10594724|32501|4.091|0.013|32.730252|-94.946968
33328|400C200US33328|Gilroy--Morgan Hill, CA Urban Area|110178872|0|42.54|0.|37.087699|-121.613669
33436|400C200US33436|Glasgow, KY Urban Area|30556416|63731|11.798|0.025|37.002522|-85.922295
33490|400C200US33490|Glencoe, MN Urban Area|8279457|17159|3.197|0.007|44.769566|-94.151027
33517|400C200US33517|Glendive, MT Urban Area|14028014|30895|5.416|0.012|47.095795|-104.756107
33598|400C200US33598|Glens Falls, NY Urban Area|133655359|7847957|51.605|3.03|43.342244|-73.660113
33625|400C200US33625|Glenwood, IA Urban Area|6228265|29962|2.405|0.012|41.046788|-95.744376
33640|400C200US33640|Glenwood, MN Urban Area|10927058|0|4.219|0.|45.65448|-95.408415
33652|400C200US33652|Glenwood Springs, CO Urban Area|14143017|0|5.461|0.|39.54376|-107.334895
33679|400C200US33679|Globe, AZ Urban Area|21084496|634|8.141|0.|33.390888|-110.813884
33733|400C200US33733|Gloversville, NY Urban Area|40237924|27058|15.536|0.01|43.053464|-74.325471
33742|400C200US33742|Gold Canyon, AZ Urban Area|20379914|0|7.869|0.|33.363274|-111.452188
33814|400C200US33814|Goldsboro, NC Urban Area|137683839|406435|53.16|0.157|35.379867|-77.983021
33841|400C200US33841|Gonzales, CA Urban Area|3993806|8236|1.542|0.003|36.509642|-121.439172
33868|400C200US33868|Gonzales, TX Urban Area|11282944|0|4.356|0.|29.511832|-97.443827
33922|400C200US33922|Goodland, KS Urban Area|7250934|0|2.8|0.|39.344569|-101.715
33960|400C200US33960|Goodyear South, AZ Urban Area|24857623|0|9.598|0.|33.340716|-112.443851
34042|400C200US34042|Governors Club, NC Urban Area|9381699|25693|3.622|0.01|35.849325|-79.040268
34111|400C200US34111|Grafton, WV Urban Area|9024558|339000|3.484|0.131|39.337188|-80.031236
34122|400C200US34122|Grafton--Port Washington--Cedarburg, WI Urban Area|59859472|930594|23.112|0.359|43.336112|-87.94857
34138|400C200US34138|Graham, TX Urban Area|12173582|806|4.7|0.|33.100881|-98.577806
34165|400C200US34165|Granbury, TX Urban Area|56638739|4741071|21.868|1.831|32.414489|-97.780002
34219|400C200US34219|Grand Forks, ND--MN Urban Area|68567896|264413|26.474|0.102|47.914616|-97.066567
34246|400C200US34246|Grand Island, NE Urban Area|76665637|692822|29.601|0.268|40.924841|-98.356972
34273|400C200US34273|Grand Junction, CO Urban Area|195837120|3556416|75.613|1.373|39.089062|-108.567452
34286|400C200US34286|Grand Lake, CO Urban Area|13928266|149149|5.378|0.058|40.233516|-105.856083
34300|400C200US34300|Grand Rapids, MI Urban Area|710544999|15864839|274.343|6.125|42.942436|-85.659628
34327|400C200US34327|Grand Rapids, MN Urban Area|27072429|2149701|10.453|0.83|47.224546|-93.532395
34381|400C200US34381|Grandview, WA Urban Area|10684227|0|4.125|0.|46.256917|-119.910338
34470|400C200US34470|Granite Falls, WA Urban Area|8021346|226391|3.097|0.087|48.080961|-121.969962
34489|400C200US34489|Grants, NM Urban Area|15891535|0|6.136|0.|35.162081|-107.854568
34516|400C200US34516|Grants Pass, OR Urban Area|78782670|2084700|30.418|0.805|42.438921|-123.311208
34543|400C200US34543|Grantsville, UT Urban Area|11380863|0|4.394|0.|40.589734|-112.450802
34597|400C200US34597|Grass Valley, CA Urban Area|76798305|53117|29.652|0.021|39.192381|-121.057646
34651|400C200US34651|Grayson, KY Urban Area|13473817|227051|5.202|0.088|38.333895|-82.935811
34705|400C200US34705|Great Bend, KS Urban Area|16164786|269393|6.241|0.104|38.365901|-98.778957
34759|400C200US34759|Great Falls, MT Urban Area|78482824|1827061|30.302|0.705|47.502447|-111.282523
34786|400C200US34786|Greeley, CO Urban Area|96627633|340272|37.308|0.131|40.407553|-104.730887
34813|400C200US34813|Green Bay, WI Urban Area|294373919|7376524|113.658|2.848|44.50246|-88.039886
34840|400C200US34840|Greencastle, IN Urban Area|12323752|132764|4.758|0.051|39.641841|-86.846339
34876|400C200US34876|Greendale--Lawrenceburg--Hidden Valley, IN--OH Urban Area|48617010|1188352|18.771|0.459|39.124023|-84.861101
34894|400C200US34894|Greeneville, TN Urban Area|56902379|12959|21.97|0.005|36.163908|-82.819666
34921|400C200US34921|Greenfield, CA Urban Area|5537064|0|2.138|0.|36.32261|-121.245177
34975|400C200US34975|Greenfield, MA Urban Area|36909783|252044|14.251|0.097|42.608294|-72.561715
35002|400C200US35002|Greenfield, OH Urban Area|4400731|0|1.699|0.|39.350303|-83.390716
35083|400C200US35083|Green River, WY Urban Area|14399862|207245|5.56|0.08|41.519548|-109.468996
35164|400C200US35164|Greensboro, NC Urban Area|438541816|5583740|169.322|2.156|36.080222|-79.833937
