GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
14401	Casa Grande, AZ Urbanized Area	U	57689722	0	22.274	0.	32.90811	-111.739565                                                                                                                        
14428	Casey, IL Urban Cluster	C	4433102	0	1.712	0.	39.30153	-87.987467                                                                                                                                  
14455	Cashmere, WA Urban Cluster	C	7367741	60828	2.845	0.023	47.519235	-120.49375                                                                                                                       
14482	Casper, WY Urbanized Area	U	78264757	470204	30.218	0.182	42.836277	-106.320225                                                                                                                    
14536	Cassville, MO Urban Cluster	C	10735066	11257	4.145	0.004	36.688323	-93.870116                                                                                                                     
14556	Castle Dale, UT Urban Cluster	C	6862274	0	2.65	0.	39.221765	-111.033647                                                                                                                           
14570	Castle Rock, WA Urban Cluster	C	6170883	103700	2.383	0.04	46.271858	-122.903925                                                                                                                   
14590	Castroville, TX Urban Cluster	C	9900270	57485	3.823	0.022	29.344409	-98.882152                                                                                                                    
14644	Catskill, NY Urban Cluster	C	10381511	114656	4.008	0.044	42.212825	-73.869612                                                                                                                     
14671	Cazenovia, NY Urban Cluster	C	4044170	0	1.561	0.	42.937043	-75.855432                                                                                                                             
14698	Cedar City, UT Urban Cluster	C	43503343	0	16.797	0.	37.694516	-113.100544                                                                                                                         
14705	Cedaredge, CO Urban Cluster	C	8306821	0	3.207	0.	38.862686	-107.950858                                                                                                                            
14752	Cedar Rapids, IA Urbanized Area	U	216267356	1957244	83.501	0.756	41.998597	-91.663308                                                                                                             
14779	Cedar Springs, MI Urban Cluster	C	4930604	170096	1.904	0.066	43.219408	-85.553023                                                                                                                 
14806	Cedartown, GA Urban Cluster	C	22398891	75977	8.648	0.029	34.010658	-85.250283                                                                                                                     
14833	Cedarville, OH Urban Cluster	C	2626334	92910	1.014	0.036	39.748429	-83.812175                                                                                                                     
14860	Celina, OH Urban Cluster	C	11729290	105704	4.529	0.041	40.553648	-84.564783                                                                                                                       
14887	Center, TX Urban Cluster	C	15045465	0	5.809	0.	31.792979	-94.179939                                                                                                                               
14914	Centerville, IA Urban Cluster	C	8680055	0	3.351	0.	40.730635	-92.870872                                                                                                                           
14968	Central City, NE Urban Cluster	C	4421756	0	1.707	0.	41.11462	-98.003404                                                                                                                           
14995	Central City--Greenville, KY Urban Cluster	C	20114169	41013	7.766	0.016	37.200404	-87.171968                                                                                                      
15022	Centralia, IL Urban Cluster	C	30590490	141823	11.811	0.055	38.517291	-89.132952                                                                                                                   
15049	Centralia, MO Urban Cluster	C	4744496	0	1.832	0.	39.208909	-92.135475                                                                                                                             
15076	Centralia, WA Urban Cluster	C	81798312	744624	31.583	0.288	46.729136	-122.982797                                                                                                                  
15083	Centre, AL Urban Cluster	C	26254662	6238329	10.137	2.409	34.177199	-85.660517                                                                                                                     
15090	Centreville, MD Urban Cluster	C	6247950	0	2.412	0.	39.04257	-76.064135                                                                                                                            
15103	Century, FL--AL Urban Cluster	C	7404235	110907	2.859	0.043	30.968076	-87.259986                                                                                                                   
15130	Chadron, NE Urban Cluster	C	4939944	0	1.907	0.	42.828507	-103.004283                                                                                                                              
15157	Chaffee, MO Urban Cluster	C	3380744	4167	1.305	0.002	37.18118	-89.657848                                                                                                                          
15184	Chambersburg, PA Urbanized Area	U	96715729	46082	37.342	0.018	39.93509	-77.645272                                                                                                                 
15211	Champaign, IL Urbanized Area	U	120773988	892912	46.631	0.345	40.098548	-88.24774                                                                                                                  
15238	Chandler, OK Urban Cluster	C	5666260	30541	2.188	0.012	35.702864	-96.878862                                                                                                                       
15265	Chanute, KS Urban Cluster	C	13737362	27515	5.304	0.011	37.676018	-95.459986                                                                                                                       
15292	Chaparral, NM Urban Cluster	C	27764988	0	10.72	0.	32.024651	-106.378853                                                                                                                           
15319	Chardon, OH Urban Cluster	C	23330097	92533	9.008	0.036	41.572344	-81.208884                                                                                                                       
15346	Chariton, IA Urban Cluster	C	5904173	0	2.28	0.	41.015385	-93.305747                                                                                                                               
15373	Charles City, IA Urban Cluster	C	10040319	179033	3.877	0.069	43.065283	-92.67785                                                                                                                  
15400	Charleston, IL Urban Cluster	C	18909621	18803	7.301	0.007	39.486341	-88.176077                                                                                                                    
15427	Charleston, MS Urban Cluster	C	5008080	9391	1.934	0.004	34.007653	-90.055166                                                                                                                      
15454	Charleston, MO Urban Cluster	C	9491385	28401	3.665	0.011	36.9073	-89.349156                                                                                                                       
15481	Charleston, WV Urbanized Area	U	254238308	18563710	98.162	7.167	38.379869	-81.691088                                                                                                              
15508	Charleston--North Charleston, SC Urbanized Area	U	759667608	29414343	293.309	11.357	32.902255	-80.015543                                                                                          
15535	Charlestown, IN Urban Cluster	C	9051325	43880	3.495	0.017	38.445725	-85.673133                                                                                                                    
15562	Charlestown, NH Urban Cluster	C	6483114	0	2.503	0.	43.250917	-72.417016                                                                                                                           
15589	Charlestown, RI Urban Cluster	C	10866351	113914	4.196	0.044	41.387832	-71.619642                                                                                                                  
15600	Charles Town--Ranson, WV Urban Cluster	C	48053039	132962	18.553	0.051	39.297579	-77.857921                                                                                                        
15616	Charlevoix, MI Urban Cluster	C	11729853	12707	4.529	0.005	45.30966	-85.251064                                                                                                                     
15643	Charlotte, MI Urban Cluster	C	23117621	507623	8.926	0.196	42.568394	-84.835291                                                                                                                    
15670	Charlotte, NC--SC Urbanized Area	U	1920045519	91857421	741.334	35.466	35.249654	-80.815826                                                                                                        
15697	Charlotte Amalie--Tutu, VI Urban Cluster	C	62981202	353478	24.317	0.136	18.343062	-64.921977                                                                                                      
15724	Charlottesville, VA Urbanized Area	U	89581092	801949	34.587	0.31	38.057542	-78.483837                                                                                                             
15751	Chase City, VA Urban Cluster	C	4971654	0	1.92	0.	36.801928	-78.462878                                                                                                                             
15769	Chatfield, MN Urban Cluster	C	4039184	0	1.56	0.	43.84766	-92.185121                                                                                                                               
15805	Chattahoochee, FL Urban Cluster	C	6570012	57364	2.537	0.022	30.699072	-84.847316                                                                                                                  
15832	Chattanooga, TN--GA Urbanized Area	U	777411843	19925404	300.16	7.693	35.058501	-85.210372                                                                                                         
15859	Cheboygan, MI Urban Cluster	C	9026335	192460	3.485	0.074	45.639073	-84.476882                                                                                                                     
15886	Checotah, OK Urban Cluster	C	3262770	0	1.26	0.	35.470185	-95.527696                                                                                                                               
15913	Chelan, WA Urban Cluster	C	12695361	217519	4.902	0.084	47.832645	-120.007327                                                                                                                      
15940	Chelsea, MI Urban Cluster	C	10876792	133352	4.2	0.051	42.311438	-84.017371                                                                                                                        
15967	Cheney, WA Urban Cluster	C	7997919	0	3.088	0.	47.490575	-117.583325                                                                                                                               
15994	Cheraw, SC Urban Cluster	C	16312830	110507	6.298	0.043	34.692689	-79.914                                                                                                                          
16021	Cherokee, IA Urban Cluster	C	4743742	0	1.832	0.	42.754457	-95.551834                                                                                                                              
16048	Cherokee Village, AR Urban Cluster	C	17458507	1447397	6.741	0.559	36.305457	-91.531423                                                                                                            
16075	Cherryville, NC Urban Cluster	C	15129637	31598	5.842	0.012	35.382722	-81.381857                                                                                                                   
16102	Chesapeake Beach, MD Urban Cluster	C	65822748	430863	25.414	0.166	38.730581	-76.647154                                                                                                            
16140	Chesnee, SC Urban Cluster	C	10737449	27531	4.146	0.011	35.141589	-81.859807                                                                                                                       
16156	Chester, IL Urban Cluster	C	12817438	31757	4.949	0.012	37.917056	-89.824157                                                                                                                       
16171	Chester, NY Urban Cluster	C	9360430	3420	3.614	0.001	41.362707	-74.278079                                                                                                                         
16183	Chester, SC Urban Cluster	C	17924588	12333	6.921	0.005	34.707497	-81.213333                                                                                                                       
16210	Chestertown, MD Urban Cluster	C	10204723	724938	3.94	0.28	39.214499	-76.063775                                                                                                                    
16223	Chetek, WI Urban Cluster	C	7363634	460606	2.843	0.178	45.310191	-91.646966                                                                                                                        
16237	Cheyenne, WY Urbanized Area	U	91135974	310222	35.188	0.12	41.14109	-104.806118                                                                                                                    
16264	Chicago, IL--IN Urbanized Area	U	6321129497	110783782	2440.602	42.774	41.827126	-87.895427                                                                                                        
16291	Chickasha, OK Urban Cluster	C	25941446	96542	10.016	0.037	35.032213	-97.952197                                                                                                                    
16318	Chico, CA Urbanized Area	U	89107270	136973	34.405	0.053	39.750248	-121.843748                                                                                                                     
16372	Childress, TX Urban Cluster	C	7017677	0	2.71	0.	34.427372	-100.213223                                                                                                                             
16426	Chillicothe, MO Urban Cluster	C	19502081	69850	7.53	0.027	39.796065	-93.551176                                                                                                                    
16453	Chillicothe, OH Urban Cluster	C	44662884	379991	17.244	0.147	39.345956	-83.005211                                                                                                                 
16480	Chilton, WI Urban Cluster	C	4781890	26545	1.846	0.01	44.029033	-88.156324                                                                                                                         
16534	Chinle, AZ Urban Cluster	C	8828352	35915	3.409	0.014	36.151148	-109.578682                                                                                                                        
16561	Chino Valley, AZ Urban Cluster	C	32229854	0	12.444	0.	34.763811	-112.46791                                                                                                                        
16588	Chipley, FL Urban Cluster	C	9739019	0	3.76	0.	30.77703	-85.540002                                                                                                                                 
16615	Chisholm, MN Urban Cluster	C	4084411	69307	1.577	0.027	47.487825	-92.88315                                                                                                                        
16642	Chittenango, NY Urban Cluster	C	5551110	4283	2.143	0.002	43.048383	-75.878237                                                                                                                     
16696	Chowchilla, CA Urban Cluster	C	11686277	119504	4.512	0.046	37.112528	-120.246784                                                                                                                  
16750	Christiansted, VI Urban Cluster	C	91297001	65140	35.25	0.025	17.725245	-64.780792                                                                                                                 
16777	Christopher, IL Urban Cluster	C	7394893	18197	2.855	0.007	37.976686	-89.061257                                                                                                                    
16831	Church Point, LA Urban Cluster	C	6894133	0	2.662	0.	30.4042	-92.216184                                                                                                                            
16858	Churchville, NY Urban Cluster	C	4937021	11825	1.906	0.005	43.096277	-77.911449                                                                                                                    
16885	Cincinnati, OH--KY--IN Urbanized Area	U	2039153240	25362918	787.322	9.793	39.185506	-84.462044                                                                                                    
16912	Circleville, OH Urban Cluster	C	19009070	315125	7.339	0.122	39.605129	-82.937356                                                                                                                  
16939	Cisco, TX Urban Cluster	C	6357299	0	2.455	0.	32.384114	-98.982366                                                                                                                                 
17047	Clanton, AL Urban Cluster	C	17294594	47197	6.677	0.018	32.859117	-86.651536                                                                                                                       
17074	Clare, MI Urban Cluster	C	15972500	855520	6.167	0.33	43.85023	-84.855992                                                                                                                          
17101	Claremont, NH Urban Cluster	C	13578991	38460	5.243	0.015	43.374025	-72.354033                                                                                                                     
17128	Claremore, OK Urban Cluster	C	53934766	45422	20.824	0.018	36.295445	-95.635401                                                                                                                    
17155	Clarinda, IA Urban Cluster	C	6053692	0	2.337	0.	40.739029	-95.038483                                                                                                                              
17182	Clarion, IA Urban Cluster	C	3729683	0	1.44	0.	42.728769	-93.729483                                                                                                                                
17209	Clarion, PA Urban Cluster	C	17261485	266392	6.665	0.103	41.212332	-79.382285                                                                                                                      
17236	Clarksburg, WV Urban Cluster	C	99740663	264545	38.51	0.102	39.284691	-80.329376                                                                                                                   
17263	Clarksdale, MS Urban Cluster	C	22046071	0	8.512	0.	34.196916	-90.574511                                                                                                                           
17290	Clarksville, AR Urban Cluster	C	17472290	133758	6.746	0.052	35.47186	-93.474714                                                                                                                   
17317	Clarksville, TN--KY Urbanized Area	U	283432390	486936	109.434	0.188	36.576674	-87.345509                                                                                                          
17344	Clarksville, TX Urban Cluster	C	7297545	0	2.818	0.	33.611558	-95.055924                                                                                                                           
17371	Claxton, GA Urban Cluster	C	8202801	79703	3.167	0.031	32.160363	-81.917008                                                                                                                        
17398	Clay Center, KS Urban Cluster	C	5593988	0	2.16	0.	39.37996	-97.124039                                                                                                                             
17420	Clayton, GA Urban Cluster	C	10215136	7555	3.944	0.003	34.888409	-83.396186                                                                                                                        
17452	Clearfield, PA Urban Cluster	C	14571728	446965	5.626	0.173	41.014806	-78.4388                                                                                                                     
17479	Clearlake, CA Urban Cluster	C	18846781	10193	7.277	0.004	38.948609	-122.627477                                                                                                                    
17506	Clear Lake, IA Urban Cluster	C	17451949	44401	6.738	0.017	43.141886	-93.375489                                                                                                                    
17514	Clearlake Riviera, CA Urban Cluster	C	7974635	4029	3.079	0.002	38.958341	-122.743606                                                                                                              
17524	Clearwood, WA Urban Cluster	C	3408928	830105	1.316	0.321	46.827215	-122.469394                                                                                                                    
17533	Cleburne, TX Urban Cluster	C	45328121	243602	17.501	0.094	32.339405	-97.398445                                                                                                                    
17560	Cle Elum, WA Urban Cluster	C	7877735	0	3.042	0.	47.194928	-120.922843                                                                                                                             
17625	Cleveland, GA Urban Cluster	C	12292338	36054	4.746	0.014	34.589682	-83.755352                                                                                                                     
17641	Cleveland, MS Urban Cluster	C	21158526	0	8.169	0.	33.74359	-90.723323                                                                                                                             
17668	Cleveland, OH Urbanized Area	U	2004141968	11885150	773.804	4.589	41.443638	-81.605443                                                                                                             
17695	Cleveland, OK Urban Cluster	C	4011566	0	1.549	0.	36.307119	-96.467303                                                                                                                             
17722	Cleveland, TN Urbanized Area	U	141271537	119771	54.545	0.046	35.175433	-84.851207                                                                                                                 
17749	Cleveland, TX Urban Cluster	C	22867474	0	8.829	0.	30.344012	-95.085689                                                                                                                            
17776	Clewiston, FL Urban Cluster	C	11877248	245373	4.586	0.095	26.748046	-80.93119                                                                                                                     
17803	Clifton, AZ Urban Cluster	C	8734128	46753	3.372	0.018	33.046835	-109.309418                                                                                                                       
17830	Clifton, TX Urban Cluster	C	5624788	81753	2.172	0.032	31.782235	-97.578621                                                                                                                        
17857	Clifton Forge, VA Urban Cluster	C	9990732	116751	3.857	0.045	37.816269	-79.817711                                                                                                                 
17870	Clifton Springs, NY Urban Cluster	C	11237311	0	4.339	0.	42.971316	-77.230463                                                                                                                      
17884	Clinton, IL Urban Cluster	C	11348851	0	4.382	0.	40.156333	-88.964039                                                                                                                              
17911	Clinton, IN Urban Cluster	C	9926218	34109	3.833	0.013	39.663151	-87.406451                                                                                                                        
17938	Clinton, IA--IL Urban Cluster	C	42706895	3452891	16.489	1.333	41.841691	-90.203302                                                                                                                
17965	Clinton, MO Urban Cluster	C	14107733	183370	5.447	0.071	38.368899	-93.768559                                                                                                                      
17992	Clinton, NC Urban Cluster	C	20547233	84352	7.933	0.033	35.002346	-78.328733                                                                                                                       
18019	Clinton, OK Urban Cluster	C	9134081	0	3.527	0.	35.510147	-98.97664                                                                                                                                
18046	Clinton, SC Urban Cluster	C	23899878	35673	9.228	0.014	34.457148	-81.872685                                                                                                                       
18100	Clintonville, WI Urban Cluster	C	5854694	502563	2.261	0.194	44.62322	-88.761128                                                                                                                   
18127	Cloquet, MN Urban Cluster	C	24373395	588038	9.411	0.227	46.709546	-92.441269                                                                                                                      
18154	Clover, SC Urban Cluster	C	14308974	29347	5.525	0.011	35.102669	-81.222927                                                                                                                        
18181	Cloverdale, CA Urban Cluster	C	8725325	0	3.369	0.	38.803364	-123.015911                                                                                                                           
18208	Clovis, NM Urban Cluster	C	58367971	239845	22.536	0.093	34.414716	-103.214804                                                                                                                     
18235	Clyde, OH Urban Cluster	C	8597007	133708	3.319	0.052	41.304327	-82.982461                                                                                                                         
18262	Clyde, TX Urban Cluster	C	7358012	0	2.841	0.	32.40403	-99.498767                                                                                                                                  
18289	Coalinga, CA Urban Cluster	C	15310381	79727	5.911	0.031	36.144019	-120.352008                                                                                                                     
18316	Coamo, PR Urban Cluster	C	47914833	34992	18.5	0.014	18.057673	-66.369369                                                                                                                          
18343	Cobleskill, NY Urban Cluster	C	8159174	9387	3.15	0.004	42.682069	-74.498854                                                                                                                       
18370	Cochran, GA Urban Cluster	C	11975398	183740	4.624	0.071	32.390238	-83.346608                                                                                                                      
18383	Coco--Salinas, PR Urban Cluster	C	19792535	35579	7.642	0.014	17.97258	-66.291227                                                                                                                  
18397	Cody, WY Urban Cluster	C	16432857	29888	6.345	0.012	44.522764	-109.050402                                                                                                                         
18424	Coeburn, VA Urban Cluster	C	6610797	44046	2.552	0.017	36.941687	-82.472292                                                                                                                        
18451	Coeur d'Alene, ID Urbanized Area	U	122415831	1676811	47.265	0.647	47.70665	-116.763683                                                                                                            
18478	Coffeyville, KS--OK Urban Cluster	C	17501295	22286	6.757	0.009	37.033824	-95.629703                                                                                                               
18505	Cokato, MN Urban Cluster	C	7711011	623764	2.977	0.241	45.079726	-94.228032                                                                                                                        
18532	Colby, KS Urban Cluster	C	7762505	0	2.997	0.	39.386971	-101.04739                                                                                                                                 
18559	Colchester, CT Urban Cluster	C	37915927	731199	14.639	0.282	41.567427	-72.337609                                                                                                                  
18586	Cold Spring, MN Urban Cluster	C	6317212	49549	2.439	0.019	45.457426	-94.429757                                                                                                                    
18613	Cold Spring, NY Urban Cluster	C	7195140	105288	2.778	0.041	41.429474	-73.949914                                                                                                                   
18667	Coldwater, MI Urban Cluster	C	29870319	190141	11.533	0.073	41.945055	-84.980813                                                                                                                   
18680	Coldwater, OH Urban Cluster	C	4896372	4991	1.89	0.002	40.48232	-84.633321                                                                                                                         
18694	Coleman, TX Urban Cluster	C	6485552	0	2.504	0.	31.823821	-99.426303                                                                                                                               
18712	Colfax, CA Urban Cluster	C	6266995	0	2.42	0.	39.096029	-120.953354                                                                                                                                
18721	Colfax, WA Urban Cluster	C	3375578	5684	1.303	0.002	46.881374	-117.364986                                                                                                                         
18748	College Station--Bryan, TX Urbanized Area	U	184914747	355859	71.396	0.137	30.626582	-96.331304                                                                                                    
18760	Collinsville, OK Urban Cluster	C	7306327	14217	2.821	0.005	36.363989	-95.837239                                                                                                                   
18775	Colonial Beach, VA Urban Cluster	C	4589766	16206	1.772	0.006	38.256935	-76.97469                                                                                                                  
18802	Colorado City, AZ--UT Urban Cluster	C	13875284	20502	5.357	0.008	36.984137	-112.972901                                                                                                            
18829	Colorado City, TX Urban Cluster	C	6842204	0	2.642	0.	32.396473	-100.869376                                                                                                                        
18856	Colorado Springs, CO Urbanized Area	U	487015479	962957	188.038	0.372	38.872952	-104.770643                                                                                                        
18883	Columbia, KY Urban Cluster	C	8743460	60603	3.376	0.023	37.101848	-85.302898                                                                                                                       
18910	Columbia, MS Urban Cluster	C	16989082	65446	6.56	0.025	31.254121	-89.82252                                                                                                                        
18937	Columbia, MO Urbanized Area	U	160441396	510304	61.947	0.197	38.955624	-92.327874                                                                                                                  
18964	Columbia, SC Urbanized Area	U	984242315	15470087	380.018	5.973	34.036236	-81.077207                                                                                                               
18991	Columbia, TN Urban Cluster	C	64528437	0	24.915	0.	35.615699	-87.062997                                                                                                                            
19018	Columbia City, IN Urban Cluster	C	15736002	48844	6.076	0.019	41.15874	-85.481432                                                                                                                  
19045	Columbia Falls, MT Urban Cluster	C	11748739	2697	4.536	0.001	48.372812	-114.194299                                                                                                                
19060	Columbiana, AL Urban Cluster	C	6969349	25016	2.691	0.01	33.169471	-86.608767                                                                                                                      
19072	Columbiana, OH Urban Cluster	C	15528987	178381	5.996	0.069	40.896283	-80.69474                                                                                                                    
19099	Columbus, GA--AL Urbanized Area	U	381438379	2876916	147.274	1.111	32.484694	-84.981031                                                                                                            
19126	Columbus, IN Urbanized Area	U	70790972	729583	27.333	0.282	39.231561	-85.920718                                                                                                                   
19153	Columbus, KS Urban Cluster	C	5218667	0	2.015	0.	37.170031	-94.843996                                                                                                                              
19180	Columbus, MS Urban Cluster	C	65977034	689391	25.474	0.266	33.501897	-88.391502                                                                                                                    
19207	Columbus, NE Urban Cluster	C	20786007	453675	8.026	0.175	41.436548	-97.354859                                                                                                                     
19234	Columbus, OH Urbanized Area	U	1322426433	19011030	510.592	7.34	40.021161	-82.968532                                                                                                               
19261	Columbus, TX Urban Cluster	C	7336912	26667	2.833	0.01	29.702778	-96.557057                                                                                                                        
19288	Columbus, WI Urban Cluster	C	9903281	117187	3.824	0.045	43.336063	-89.01832                                                                                                                       
19315	Columbus AFB, MS Urban Cluster	C	9611867	32222	3.711	0.012	33.634273	-88.446563                                                                                                                   
19342	Colusa, CA Urban Cluster	C	5884523	0	2.272	0.	39.208332	-122.01296                                                                                                                                
19369	Colville, WA Urban Cluster	C	11916331	0	4.601	0.	48.542807	-117.895153                                                                                                                            
19396	Comanche, TX Urban Cluster	C	6373414	0	2.461	0.	31.901532	-98.603219                                                                                                                              
19423	Comfort, TX Urban Cluster	C	5227450	2339	2.018	0.001	29.966986	-98.913282                                                                                                                         
19450	Commerce, GA Urban Cluster	C	16471093	44354	6.36	0.017	34.218313	-83.464338                                                                                                                       
19477	Commerce, TX Urban Cluster	C	9289085	57266	3.587	0.022	33.242529	-95.902234                                                                                                                       
19504	Concord, CA Urbanized Area	U	525078873	3691945	202.734	1.425	37.848474	-122.007796                                                                                                                
19531	Concord, NH Urban Cluster	C	88333045	4755294	34.106	1.836	43.226491	-71.575198                                                                                                                    
19558	Concord, NC Urbanized Area	U	466782955	1289223	180.226	0.498	35.489986	-80.584189                                                                                                                 
19585	Concordia, KS Urban Cluster	C	6465906	0	2.497	0.	39.567915	-97.654871                                                                                                                             
19597	Conesus Lake, NY Urban Cluster	C	10304924	6314103	3.979	2.438	42.802756	-77.700919                                                                                                                
19612	Conneaut, OH Urban Cluster	C	39276390	67381	15.165	0.026	41.934727	-80.610388                                                                                                                     
19666	Connell, WA Urban Cluster	C	6918600	0	2.671	0.	46.67914	-118.852175                                                                                                                               
19693	Connersville, IN Urban Cluster	C	22710412	0	8.769	0.	39.650027	-85.144232                                                                                                                         
19720	Conrad, MT Urban Cluster	C	3242027	0	1.252	0.	48.172815	-111.946746                                                                                                                               
19755	Conroe--The Woodlands, TX Urbanized Area	U	345013129	2483975	133.21	0.959	30.124438	-95.452893                                                                                                    
19774	Constantine, MI Urban Cluster	C	8411981	192145	3.248	0.074	41.840955	-85.667361                                                                                                                   
19801	Conway, AR Urbanized Area	U	103045797	2459495	39.786	0.95	35.067649	-92.437239                                                                                                                    
19828	Cookeville, TN Urban Cluster	C	115274265	246301	44.508	0.095	36.161823	-85.515552                                                                                                                 
19882	Coolidge, AZ Urban Cluster	C	10906528	3497	4.211	0.001	32.977829	-111.53151                                                                                                                       
19909	Coopersville, MI Urban Cluster	C	5069453	805	1.957	0.	43.065181	-85.93626                                                                                                                         
19936	Coos Bay, OR Urban Cluster	C	42686508	4902909	16.481	1.893	43.379458	-124.2437                                                                                                                    
19990	Coquille, OR Urban Cluster	C	9259380	84150	3.575	0.032	43.17851	-124.181586                                                                                                                       
20044	Corcoran, CA Urban Cluster	C	16956710	0	6.547	0.	36.085241	-119.563191                                                                                                                            
20071	Cordele, GA Urban Cluster	C	19478696	51235	7.521	0.02	31.965331	-83.775635                                                                                                                        
20098	Corinth, MS Urban Cluster	C	31031274	849	11.981	0.	34.931634	-88.514334                                                                                                                           
20125	Corinth, NY Urban Cluster	C	7225976	336542	2.79	0.13	43.259938	-73.831618                                                                                                                         
20152	Cornelia--Baldwin, GA Urban Cluster	C	50231157	198481	19.394	0.077	34.515358	-83.54792                                                                                                            
20179	Corning, AR Urban Cluster	C	5550039	0	2.143	0.	36.412039	-90.589446                                                                                                                               
20206	Corning, CA Urban Cluster	C	10001009	0	3.861	0.	39.930303	-122.178439                                                                                                                             
20233	Corning, NY Urban Cluster	C	26175021	285358	10.106	0.11	42.136518	-77.044939                                                                                                                      
20247	Corona de Tucson, AZ Urban Cluster	C	11122780	0	4.295	0.	31.947812	-110.79041                                                                                                                     
20287	Corpus Christi, TX Urbanized Area	U	311317188	12353464	120.2	4.77	27.745333	-97.412599                                                                                                            
20314	Corry, PA Urban Cluster	C	10382871	3552	4.009	0.001	41.928225	-79.63313                                                                                                                           
20341	Corsicana, TX Urban Cluster	C	32707922	228611	12.629	0.088	32.090628	-96.472831                                                                                                                   
20368	Cortez, CO Urban Cluster	C	9451925	70393	3.649	0.027	37.35379	-108.577214                                                                                                                         
20395	Cortland, NY Urban Cluster	C	27627631	121157	10.667	0.047	42.604246	-76.182202                                                                                                                    
20422	Corvallis, OR Urbanized Area	U	55127909	47528	21.285	0.018	44.575091	-123.287357                                                                                                                  
20449	Corydon, IN Urban Cluster	C	9488940	0	3.664	0.	38.22547	-86.140301                                                                                                                                
20476	Coshocton, OH Urban Cluster	C	13446090	110784	5.192	0.043	40.263918	-81.857449                                                                                                                    
20503	Cottage Grove, OR Urban Cluster	C	13606209	176570	5.253	0.068	43.789158	-123.062803                                                                                                               
20530	Cottonport, LA Urban Cluster	C	4771752	0	1.842	0.	30.986237	-92.048377                                                                                                                            
